event_id,customer_id,event_time,event_name,channel,device,session_id
E1495,C100102,2024-08-20 00:07:00,kyc_submit,paid,Web,SC100102-498
E1150,C100080,2024-08-20 02:07:00,bill_pay,referral,iOS,SC100080-383
E26,C100001,2024-08-20 05:56:00,kyc_submit,organic,Android,SC100001-8
E1631,C100112,2024-08-20 07:00:00,signup,referral,iOS,SC100112-543
E1935,C100131,2024-08-20 08:20:00,bill_pay,paid,Android,SC100131-645
E2374,C100164,2024-08-20 09:33:00,pay,referral,iOS,SC100164-791
E5202,C100357,2024-08-20 13:44:00,savings_deposit,campaign,Android,SC100357-1734
E2474,C100170,2024-08-20 17:55:00,app_open,referral,iOS,SC100170-824
E137,C100009,2024-08-20 19:20:00,bill_pay,organic,iOS,SC100009-45
E2375,C100164,2024-08-20 20:10:00,kyc_submit,referral,Android,SC100164-791
E2537,C100175,2024-08-21 01:29:00,kyc_submit,campaign,iOS,SC100175-845
E1496,C100102,2024-08-21 04:29:00,kyc_submit,paid,Android,SC100102-498
E671,C100049,2024-08-21 08:52:00,card_activate,referral,Android,SC100049-223
E3371,C100234,2024-08-21 16:29:00,kyc_submit,organic,iOS,SC100234-1123
E1753,C100118,2024-08-21 16:54:00,card_activate,organic,Android,SC100118-584
E4038,C100279,2024-08-21 16:54:00,signup,paid,Android,SC100279-1346
E3976,C100275,2024-08-21 17:07:00,topup,paid,iOS,SC100275-1325
E3252,C100225,2024-08-21 18:16:00,signup,campaign,Android,SC100225-1084
E4409,C100301,2024-08-21 20:14:00,bill_pay,organic,iOS,SC100301-1469
E1058,C100073,2024-08-21 20:16:00,signup,campaign,iOS,SC100073-352
E5730,C100395,2024-08-22 00:03:00,app_open,organic,iOS,SC100395-1910
E1084,C100075,2024-08-22 03:01:00,signup,organic,Android,SC100075-361
E5719,C100394,2024-08-22 04:16:00,app_open,organic,iOS,SC100394-1906
E2330,C100160,2024-08-22 05:37:00,kyc_submit,organic,iOS,SC100160-776
E3049,C100211,2024-08-22 07:25:00,signup,organic,Android,SC100211-1016
E2538,C100175,2024-08-22 07:48:00,signup,campaign,Android,SC100175-846
E4796,C100327,2024-08-22 12:32:00,topup,organic,iOS,SC100327-1598
E57,C100003,2024-08-22 14:58:00,signup,organic,Android,SC100003-19
E201,C100015,2024-08-22 15:43:00,kyc_approved,campaign,iOS,SC100015-67
E1001,C100070,2024-08-22 17:16:00,kyc_submit,referral,Android,SC100070-333
E2888,C100199,2024-08-22 18:18:00,app_open,organic,iOS,SC100199-962
E5514,C100380,2024-08-22 18:23:00,topup,referral,Android,SC100380-1838
E2818,C100195,2024-08-22 20:41:00,app_open,referral,Android,SC100195-939
E2627,C100182,2024-08-22 20:59:00,app_open,paid,Android,SC100182-875
E5731,C100395,2024-08-22 21:54:00,signup,organic,Android,SC100395-1910
E2429,C100168,2024-08-23 02:32:00,kyc_approved,organic,Android,SC100168-809
E5316,C100365,2024-08-23 05:52:00,signup,organic,iOS,SC100365-1772
E5682,C100391,2024-08-23 07:06:00,signup,organic,iOS,SC100391-1894
E2482,C100171,2024-08-23 10:37:00,pay,organic,iOS,SC100171-827
E1473,C100101,2024-08-23 10:52:00,kyc_submit,organic,Web,SC100101-491
E5233,C100359,2024-08-23 11:15:00,savings_deposit,organic,Android,SC100359-1744
E1397,C100095,2024-08-23 13:33:00,pay,campaign,Android,SC100095-465
E1921,C100130,2024-08-23 14:22:00,signup,organic,Android,SC100130-640
E2869,C100198,2024-08-23 19:17:00,kyc_submit,organic,iOS,SC100198-956
E1901,C100129,2024-08-23 19:24:00,bill_pay,organic,iOS,SC100129-633
E4883,C100332,2024-08-23 21:25:00,kyc_approved,referral,Android,SC100332-1627
E1555,C100107,2024-08-24 03:12:00,bill_pay,referral,Android,SC100107-518
E384,C100027,2024-08-24 08:13:00,signup,paid,iOS,SC100027-128
E3799,C100261,2024-08-24 10:00:00,kyc_approved,organic,iOS,SC100261-1266
E3089,C100214,2024-08-24 12:58:00,bill_pay,organic,iOS,SC100214-1029
E360,C100025,2024-08-24 13:30:00,app_open,paid,Android,SC100025-120
E1775,C100119,2024-08-24 13:50:00,bill_pay,organic,iOS,SC100119-591
E1532,C100105,2024-08-24 15:31:00,signup,organic,Android,SC100105-510
E1988,C100136,2024-08-24 21:52:00,signup,referral,Android,SC100136-662
E4771,C100325,2024-08-24 22:02:00,transfer,referral,iOS,SC100325-1590
E2513,C100174,2024-08-25 00:34:00,app_open,paid,iOS,SC100174-837
E4300,C100294,2024-08-25 04:19:00,bill_pay,paid,iOS,SC100294-1433
E2475,C100170,2024-08-25 04:33:00,app_open,referral,iOS,SC100170-825
E1856,C100126,2024-08-25 07:02:00,app_open,paid,iOS,SC100126-618
E2241,C100153,2024-08-25 07:32:00,app_open,organic,Android,SC100153-747
E3541,C100244,2024-08-25 10:43:00,savings_deposit,referral,Android,SC100244-1180
E3007,C100208,2024-08-25 14:47:00,savings_deposit,organic,iOS,SC100208-1002
E4925,C100335,2024-08-25 15:20:00,signup,organic,iOS,SC100335-1641
E1659,C100114,2024-08-25 19:25:00,signup,campaign,Android,SC100114-553
E5067,C100347,2024-08-25 20:51:00,app_open,referral,Android,SC100347-1689
E5697,C100392,2024-08-26 00:18:00,app_open,organic,Android,SC100392-1899
E991,C100069,2024-08-26 02:13:00,kyc_approved,organic,Android,SC100069-330
E58,C100003,2024-08-26 04:38:00,card_activate,organic,Android,SC100003-19
E2606,C100180,2024-08-26 06:20:00,app_open,paid,iOS,SC100180-868
E5468,C100377,2024-08-26 09:55:00,transfer,referral,Android,SC100377-1822
E2268,C100155,2024-08-26 10:31:00,pay,paid,Android,SC100155-756
E4483,C100307,2024-08-26 11:37:00,pay,organic,iOS,SC100307-1494
E3306,C100230,2024-08-26 12:27:00,savings_deposit,paid,iOS,SC100230-1102
E5626,C100388,2024-08-26 13:05:00,kyc_submit,referral,Android,SC100388-1875
E2403,C100166,2024-08-26 15:47:00,kyc_submit,referral,Android,SC100166-801
E251,C100018,2024-08-26 16:41:00,signup,paid,iOS,SC100018-83
E2965,C100205,2024-08-26 18:53:00,pay,organic,iOS,SC100205-988
E5533,C100381,2024-08-26 19:03:00,app_open,referral,iOS,SC100381-1844
E344,C100024,2024-08-26 21:25:00,kyc_submit,organic,iOS,SC100024-114
E3434,C100238,2024-08-26 23:15:00,kyc_submit,paid,iOS,SC100238-1144
E4132,C100284,2024-08-27 01:52:00,savings_deposit,paid,iOS,SC100284-1377
E3323,C100231,2024-08-27 03:44:00,activate,paid,Android,SC100231-1107
E3542,C100244,2024-08-27 07:10:00,app_open,referral,Android,SC100244-1180
E216,C100016,2024-08-27 08:57:00,signup,organic,iOS,SC100016-72
E2269,C100155,2024-08-27 09:37:00,card_activate,paid,Android,SC100155-756
E3486,C100241,2024-08-27 12:24:00,signup,organic,iOS,SC100241-1162
E4591,C100315,2024-08-27 12:48:00,app_open,organic,Android,SC100315-1530
E5004,C100341,2024-08-27 14:27:00,pay,organic,Android,SC100341-1668
E2870,C100198,2024-08-27 16:01:00,kyc_approved,organic,iOS,SC100198-956
E3028,C100210,2024-08-27 16:09:00,app_open,paid,Android,SC100210-1009
E5340,C100366,2024-08-27 21:23:00,pay,organic,Android,SC100366-1780
E1812,C100123,2024-08-27 21:45:00,bill_pay,organic,Android,SC100123-604
E3678,C100253,2024-08-27 21:51:00,signup,organic,iOS,SC100253-1226
E736,C100053,2024-08-27 23:01:00,kyc_submit,paid,Android,SC100053-245
E1813,C100123,2024-08-28 00:04:00,app_open,organic,iOS,SC100123-604
E3307,C100230,2024-08-28 04:07:00,kyc_submit,paid,Android,SC100230-1102
E1902,C100129,2024-08-28 05:40:00,pay,organic,iOS,SC100129-634
E3528,C100243,2024-08-28 07:42:00,app_open,paid,Android,SC100243-1176
E5683,C100391,2024-08-28 11:37:00,kyc_approved,organic,iOS,SC100391-1894
E4184,C100288,2024-08-28 12:12:00,app_open,referral,iOS,SC100288-1394
E1548,C100106,2024-08-28 12:53:00,pay,campaign,Android,SC100106-516
E4592,C100315,2024-08-28 13:10:00,app_open,organic,iOS,SC100315-1530
E3059,C100212,2024-08-28 15:18:00,savings_deposit,organic,iOS,SC100212-1019
E625,C100045,2024-08-28 19:50:00,transfer,paid,Android,SC100045-208
E3338,C100232,2024-08-28 20:04:00,app_open,paid,iOS,SC100232-1112
E797,C100058,2024-08-28 21:10:00,kyc_submit,referral,iOS,SC100058-265
E5778,C100399,2024-08-29 03:47:00,signup,referral,Android,SC100399-1926
E1002,C100070,2024-08-29 06:18:00,kyc_submit,referral,Android,SC100070-334
E2612,C100181,2024-08-29 07:09:00,transfer,organic,iOS,SC100181-870
E4631,C100317,2024-08-29 07:37:00,signup,organic,iOS,SC100317-1543
E5420,C100372,2024-08-29 11:39:00,kyc_approved,referral,Android,SC100372-1806
E3008,C100208,2024-08-29 14:11:00,activate,organic,Android,SC100208-1002
E4892,C100333,2024-08-29 14:46:00,app_open,referral,iOS,SC100333-1630
E2340,C100161,2024-08-29 15:23:00,kyc_submit,paid,iOS,SC100161-780
E4934,C100336,2024-08-29 16:00:00,kyc_approved,campaign,iOS,SC100336-1644
E4838,C100329,2024-08-29 17:47:00,activate,organic,Android,SC100329-1612
E3932,C100273,2024-08-29 21:56:00,app_open,organic,iOS,SC100273-1310
E217,C100016,2024-08-29 21:59:00,app_open,organic,iOS,SC100016-72
E3357,C100233,2024-08-30 04:21:00,app_open,organic,Android,SC100233-1119
E2430,C100168,2024-08-30 04:35:00,signup,organic,Android,SC100168-810
E2417,C100167,2024-08-30 05:42:00,topup,paid,iOS,SC100167-805
E2978,C100206,2024-08-30 05:45:00,signup,paid,Android,SC100206-992
E900,C100064,2024-08-30 05:49:00,transfer,paid,Android,SC100064-300
E1922,C100130,2024-08-30 12:14:00,app_open,organic,iOS,SC100130-640
E1284,C100088,2024-08-30 13:22:00,bill_pay,organic,Android,SC100088-428
E2539,C100175,2024-08-30 16:19:00,kyc_approved,campaign,iOS,SC100175-846
E2979,C100206,2024-08-30 18:44:00,transfer,paid,iOS,SC100206-993
E1474,C100101,2024-08-30 20:06:00,signup,organic,Android,SC100101-491
E4410,C100301,2024-08-30 21:32:00,kyc_submit,organic,Android,SC100301-1470
E3658,C100252,2024-08-30 22:15:00,kyc_submit,paid,iOS,SC100252-1219
E3262,C100226,2024-08-31 00:09:00,app_open,referral,iOS,SC100226-1087
E5802,C100400,2024-08-31 02:25:00,activate,organic,Android,SC100400-1934
E5248,C100361,2024-08-31 03:33:00,signup,organic,iOS,SC100361-1749
E2540,C100175,2024-08-31 04:06:00,bill_pay,campaign,iOS,SC100175-846
E284,C100021,2024-08-31 04:11:00,kyc_approved,campaign,iOS,SC100021-94
E5068,C100347,2024-08-31 05:00:00,app_open,referral,Android,SC100347-1689
E610,C100044,2024-08-31 06:13:00,savings_deposit,organic,iOS,SC100044-203
E4142,C100285,2024-08-31 07:29:00,signup,organic,Android,SC100285-1380
E4705,C100321,2024-08-31 13:20:00,kyc_submit,organic,Android,SC100321-1568
E4967,C100338,2024-08-31 13:42:00,activate,paid,iOS,SC100338-1655
E4593,C100315,2024-08-31 14:16:00,signup,organic,iOS,SC100315-1531
E3919,C100271,2024-08-31 14:33:00,topup,paid,Web,SC100271-1306
E5341,C100366,2024-08-31 17:59:00,app_open,organic,Android,SC100366-1780
E3400,C100236,2024-09-01 00:33:00,pay,organic,Android,SC100236-1133
E5143,C100353,2024-09-01 08:30:00,topup,paid,Android,SC100353-1714
E266,C100019,2024-09-01 12:09:00,app_open,organic,iOS,SC100019-88
E2376,C100164,2024-09-01 14:14:00,kyc_submit,referral,Android,SC100164-792
E4116,C100283,2024-09-01 18:48:00,app_open,referral,iOS,SC100283-1372
E2431,C100168,2024-09-01 20:23:00,app_open,organic,iOS,SC100168-810
E5186,C100356,2024-09-01 21:51:00,app_open,organic,Android,SC100356-1728
E4397,C100300,2024-09-01 22:16:00,signup,organic,iOS,SC100300-1465
E5405,C100371,2024-09-02 00:42:00,signup,referral,Android,SC100371-1801
E2341,C100161,2024-09-02 01:15:00,topup,paid,iOS,SC100161-780
E3167,C100220,2024-09-02 03:19:00,signup,organic,Android,SC100220-1055
E2287,C100156,2024-09-02 05:27:00,transfer,organic,Web,SC100156-762
E2251,C100154,2024-09-02 05:28:00,activate,organic,Android,SC100154-750
E505,C100037,2024-09-02 06:31:00,kyc_approved,paid,iOS,SC100037-168
E4685,C100320,2024-09-02 07:07:00,card_activate,organic,Android,SC100320-1561
E3739,C100257,2024-09-02 07:14:00,card_activate,paid,Android,SC100257-1246
E4022,C100278,2024-09-02 10:53:00,bill_pay,paid,iOS,SC100278-1340
E649,C100047,2024-09-02 11:06:00,kyc_submit,paid,iOS,SC100047-216
E5048,C100345,2024-09-02 12:57:00,signup,campaign,iOS,SC100345-1682
E4252,C100292,2024-09-02 17:05:00,signup,organic,Android,SC100292-1417
E4153,C100286,2024-09-02 17:11:00,topup,organic,Web,SC100286-1384
E2578,C100177,2024-09-02 18:09:00,signup,organic,Android,SC100177-859
E2324,C100159,2024-09-02 18:54:00,app_open,organic,Android,SC100159-774
E4797,C100327,2024-09-02 20:13:00,signup,organic,Android,SC100327-1599
E782,C100057,2024-09-02 23:51:00,signup,referral,iOS,SC100057-260
E1857,C100126,2024-09-03 01:01:00,app_open,paid,iOS,SC100126-619
E3860,C100266,2024-09-03 02:45:00,topup,organic,iOS,SC100266-1286
E2980,C100206,2024-09-03 03:01:00,activate,paid,iOS,SC100206-993
E5895,C100405,2024-09-03 07:32:00,kyc_approved,campaign,iOS,SC100405-1965
E3874,C100268,2024-09-03 09:58:00,signup,referral,iOS,SC100268-1291
E672,C100049,2024-09-03 11:50:00,signup,referral,Android,SC100049-224
E5663,C100390,2024-09-03 14:40:00,savings_deposit,paid,iOS,SC100390-1887
E1687,C100115,2024-09-03 14:46:00,savings_deposit,referral,iOS,SC100115-562
E4094,C100282,2024-09-03 16:12:00,app_open,organic,Android,SC100282-1364
E1185,C100082,2024-09-04 02:17:00,app_open,organic,iOS,SC100082-395
E2751,C100191,2024-09-04 03:56:00,app_open,organic,iOS,SC100191-917
E4968,C100338,2024-09-04 06:50:00,activate,paid,iOS,SC100338-1656
E5961,C100410,2024-09-04 08:27:00,signup,organic,iOS,SC100410-1987
E4513,C100310,2024-09-04 08:32:00,bill_pay,paid,Android,SC100310-1504
E2086,C100143,2024-09-04 08:46:00,pay,organic,iOS,SC100143-695
E3600,C100248,2024-09-04 09:39:00,signup,organic,Android,SC100248-1200
E5833,C100402,2024-09-04 16:47:00,app_open,paid,Android,SC100402-1944
E1688,C100115,2024-09-04 19:27:00,kyc_approved,referral,Android,SC100115-562
E5421,C100372,2024-09-04 23:49:00,kyc_approved,referral,Android,SC100372-1807
E1612,C100111,2024-09-05 00:32:00,activate,organic,iOS,SC100111-537
E3339,C100232,2024-09-05 01:16:00,app_open,paid,Android,SC100232-1113
E4514,C100310,2024-09-05 01:28:00,pay,paid,iOS,SC100310-1504
E167,C100012,2024-09-05 03:02:00,card_activate,organic,Android,SC100012-55
E4208,C100289,2024-09-05 03:23:00,app_open,organic,iOS,SC100289-1402
E3958,C100274,2024-09-05 03:32:00,topup,organic,Android,SC100274-1319
E5684,C100391,2024-09-05 04:41:00,kyc_submit,organic,iOS,SC100391-1894
E5803,C100400,2024-09-05 04:52:00,kyc_approved,organic,iOS,SC100400-1934
E2956,C100204,2024-09-05 06:35:00,pay,campaign,iOS,SC100204-985
E1442,C100099,2024-09-05 06:42:00,bill_pay,paid,Android,SC100099-480
E3959,C100274,2024-09-05 09:26:00,pay,organic,iOS,SC100274-1319
E2679,C100185,2024-09-05 11:10:00,signup,organic,iOS,SC100185-893
E3372,C100234,2024-09-05 12:54:00,signup,organic,Android,SC100234-1124
E2432,C100168,2024-09-05 13:12:00,app_open,organic,Android,SC100168-810
E3385,C100235,2024-09-05 13:17:00,app_open,referral,iOS,SC100235-1128
E2514,C100174,2024-09-05 16:59:00,app_open,paid,iOS,SC100174-838
E447,C100031,2024-09-05 18:44:00,card_activate,referral,Android,SC100031-149
E1508,C100103,2024-09-05 18:55:00,signup,paid,Android,SC100103-502
E4926,C100335,2024-09-05 21:00:00,signup,organic,iOS,SC100335-1642
E5173,C100355,2024-09-05 21:06:00,app_open,referral,iOS,SC100355-1724
E3435,C100238,2024-09-06 00:56:00,app_open,paid,Android,SC100238-1145
E4728,C100323,2024-09-06 05:21:00,kyc_approved,paid,iOS,SC100323-1576
E5049,C100345,2024-09-06 05:29:00,signup,campaign,Web,SC100345-1683
E5355,C100367,2024-09-06 10:38:00,activate,paid,iOS,SC100367-1785
E3401,C100236,2024-09-06 10:50:00,savings_deposit,organic,Web,SC100236-1133
E2854,C100197,2024-09-06 12:11:00,signup,campaign,iOS,SC100197-951
E3029,C100210,2024-09-06 12:38:00,bill_pay,paid,iOS,SC100210-1009
E5376,C100369,2024-09-06 13:10:00,transfer,paid,Android,SC100369-1792
E4750,C100324,2024-09-06 13:24:00,kyc_submit,organic,Android,SC100324-1583
E5627,C100388,2024-09-06 14:44:00,kyc_approved,referral,Android,SC100388-1875
E1332,C100091,2024-09-06 16:23:00,savings_deposit,paid,Android,SC100091-444
E6095,C100419,2024-09-06 18:57:00,app_open,referral,iOS,SC100419-2031
E6072,C100418,2024-09-06 19:39:00,kyc_approved,campaign,Android,SC100418-2024
E550,C100040,2024-09-06 19:57:00,signup,organic,iOS,SC100040-183
E5819,C100401,2024-09-06 23:09:00,signup,organic,Android,SC100401-1939
E3280,C100227,2024-09-07 04:18:00,app_open,paid,Android,SC100227-1093
E398,C100028,2024-09-07 05:32:00,savings_deposit,organic,iOS,SC100028-132
E3601,C100248,2024-09-07 05:45:00,signup,organic,Android,SC100248-1200
E978,C100068,2024-09-07 07:29:00,activate,organic,iOS,SC100068-326
E2227,C100152,2024-09-07 09:55:00,signup,paid,Android,SC100152-742
E5578,C100384,2024-09-07 10:07:00,app_open,campaign,Web,SC100384-1859
E4253,C100292,2024-09-07 10:15:00,signup,organic,iOS,SC100292-1417
E979,C100068,2024-09-07 10:34:00,bill_pay,organic,Android,SC100068-326
E5561,C100383,2024-09-07 10:35:00,savings_deposit,organic,Android,SC100383-1853
E823,C100060,2024-09-07 11:08:00,app_open,referral,Android,SC100060-274
E4990,C100340,2024-09-07 11:12:00,savings_deposit,organic,Android,SC100340-1663
E1969,C100134,2024-09-07 12:06:00,signup,organic,Android,SC100134-656
E5804,C100400,2024-09-07 12:45:00,kyc_submit,organic,iOS,SC100400-1934
E467,C100033,2024-09-07 17:21:00,kyc_submit,paid,iOS,SC100033-155
E4632,C100317,2024-09-07 21:09:00,signup,organic,Android,SC100317-1544
E918,C100065,2024-09-07 21:17:00,app_open,paid,Android,SC100065-306
E6073,C100418,2024-09-07 22:16:00,kyc_submit,campaign,Android,SC100418-2024
E5515,C100380,2024-09-07 22:45:00,topup,referral,Android,SC100380-1838
E3839,C100265,2024-09-08 04:19:00,kyc_approved,organic,Android,SC100265-1279
E3564,C100246,2024-09-08 06:04:00,kyc_submit,referral,Android,SC100246-1188
E4633,C100317,2024-09-08 08:43:00,app_open,organic,Android,SC100317-1544
E4751,C100324,2024-09-08 09:42:00,app_open,organic,Android,SC100324-1583
E3253,C100225,2024-09-08 09:59:00,signup,campaign,iOS,SC100225-1084
E5317,C100365,2024-09-08 10:12:00,signup,organic,Android,SC100365-1772
E1660,C100114,2024-09-08 12:10:00,kyc_approved,campaign,Android,SC100114-553
E2994,C100207,2024-09-08 13:33:00,kyc_approved,campaign,iOS,SC100207-998
E1475,C100101,2024-09-08 14:26:00,kyc_approved,organic,Android,SC100101-491
E2404,C100166,2024-09-08 16:19:00,pay,referral,iOS,SC100166-801
E4798,C100327,2024-09-08 19:28:00,app_open,organic,Android,SC100327-1599
E5406,C100371,2024-09-08 21:41:00,app_open,referral,iOS,SC100371-1802
E2659,C100184,2024-09-09 00:07:00,topup,organic,Android,SC100184-886
E2752,C100191,2024-09-09 01:15:00,signup,organic,Android,SC100191-917
E2995,C100207,2024-09-09 08:58:00,signup,campaign,Android,SC100207-998
E2103,C100144,2024-09-09 13:51:00,kyc_approved,organic,Android,SC100144-701
E5540,C100382,2024-09-09 14:23:00,app_open,organic,iOS,SC100382-1846
E4969,C100338,2024-09-09 15:22:00,activate,paid,Android,SC100338-1656
E4706,C100321,2024-09-09 16:23:00,kyc_submit,organic,iOS,SC100321-1568
E6096,C100419,2024-09-09 16:57:00,app_open,referral,Android,SC100419-2032
E5469,C100377,2024-09-09 18:19:00,pay,referral,Android,SC100377-1823
E2908,C100201,2024-09-09 19:30:00,bill_pay,paid,iOS,SC100201-969
E3358,C100233,2024-09-09 21:00:00,savings_deposit,organic,iOS,SC100233-1119
E2311,C100158,2024-09-09 23:53:00,signup,organic,Android,SC100158-770
E361,C100025,2024-09-10 01:58:00,kyc_approved,paid,Android,SC100025-120
E1419,C100097,2024-09-10 02:20:00,transfer,paid,iOS,SC100097-473
E3182,C100221,2024-09-10 03:33:00,app_open,referral,Android,SC100221-1060
E1689,C100115,2024-09-10 04:34:00,activate,referral,Android,SC100115-563
E3580,C100247,2024-09-10 04:35:00,app_open,paid,Android,SC100247-1193
E4610,C100316,2024-09-10 06:02:00,app_open,organic,iOS,SC100316-1536
E3191,C100222,2024-09-10 06:58:00,bill_pay,organic,iOS,SC100222-1063
E2242,C100153,2024-09-10 07:52:00,signup,organic,iOS,SC100153-747
E3861,C100266,2024-09-10 08:10:00,kyc_approved,organic,Android,SC100266-1287
E5470,C100377,2024-09-10 09:26:00,activate,referral,Android,SC100377-1823
E2855,C100197,2024-09-10 10:01:00,app_open,campaign,Web,SC100197-951
E5234,C100359,2024-09-10 10:57:00,activate,organic,iOS,SC100359-1744
E476,C100034,2024-09-10 12:19:00,activate,referral,iOS,SC100034-158
E3060,C100212,2024-09-10 13:44:00,kyc_submit,organic,Web,SC100212-1020
E2889,C100199,2024-09-10 14:45:00,app_open,organic,Android,SC100199-963
E385,C100027,2024-09-10 22:55:00,signup,paid,iOS,SC100027-128
E1709,C100116,2024-09-11 00:22:00,signup,paid,Android,SC100116-569
E863,C100062,2024-09-11 01:10:00,signup,organic,Android,SC100062-287
E2628,C100182,2024-09-11 02:16:00,signup,paid,iOS,SC100182-876
E2483,C100171,2024-09-11 04:09:00,app_open,organic,Android,SC100171-827
E3790,C100260,2024-09-11 06:21:00,topup,organic,Android,SC100260-1263
E3030,C100210,2024-09-11 06:51:00,savings_deposit,paid,Android,SC100210-1010
E27,C100001,2024-09-11 08:18:00,app_open,organic,iOS,SC100001-9
E5297,C100364,2024-09-11 08:56:00,kyc_approved,referral,iOS,SC100364-1765
E5282,C100363,2024-09-11 09:59:00,topup,paid,Android,SC100363-1760
E3820,C100263,2024-09-11 12:42:00,transfer,organic,iOS,SC100263-1273
E3359,C100233,2024-09-11 14:34:00,app_open,organic,Android,SC100233-1119
E6194,C100426,2024-09-11 15:10:00,signup,organic,iOS,SC100426-2064
E2433,C100168,2024-09-11 15:57:00,signup,organic,Android,SC100168-811
E1243,C100086,2024-09-11 16:31:00,topup,organic,iOS,SC100086-414
E901,C100064,2024-09-11 18:22:00,signup,paid,Android,SC100064-300
E5980,C100411,2024-09-11 20:15:00,signup,organic,Android,SC100411-1993
E1643,C100113,2024-09-11 21:08:00,topup,organic,Android,SC100113-547
E3508,C100242,2024-09-11 21:36:00,signup,paid,Android,SC100242-1169
E2405,C100166,2024-09-11 21:37:00,bill_pay,referral,Android,SC100166-801
E4869,C100331,2024-09-12 01:02:00,pay,campaign,iOS,SC100331-1623
E267,C100019,2024-09-12 01:31:00,app_open,organic,iOS,SC100019-89
E3581,C100247,2024-09-12 02:11:00,kyc_submit,paid,iOS,SC100247-1193
E6103,C100420,2024-09-12 02:59:00,kyc_submit,organic,Android,SC100420-2034
E4451,C100304,2024-09-12 04:09:00,app_open,organic,iOS,SC100304-1483
E6033,C100415,2024-09-12 05:28:00,pay,organic,Android,SC100415-2011
E689,C100050,2024-09-12 05:46:00,app_open,campaign,iOS,SC100050-229
E6104,C100420,2024-09-12 06:04:00,kyc_submit,organic,Android,SC100420-2034
E578,C100042,2024-09-12 06:36:00,signup,organic,Android,SC100042-192
E4411,C100301,2024-09-12 08:23:00,pay,organic,Android,SC100301-1470
E5031,C100344,2024-09-12 10:45:00,app_open,organic,Android,SC100344-1677
E322,C100023,2024-09-12 12:36:00,pay,paid,Android,SC100023-107
E3821,C100263,2024-09-12 17:10:00,app_open,organic,iOS,SC100263-1273
E716,C100052,2024-09-12 20:07:00,pay,organic,Android,SC100052-238
E3714,C100255,2024-09-12 21:31:00,bill_pay,organic,Android,SC100255-1238
E4909,C100334,2024-09-12 22:14:00,kyc_submit,organic,Android,SC100334-1636
E2819,C100195,2024-09-13 00:44:00,kyc_submit,referral,iOS,SC100195-939
E2680,C100185,2024-09-13 02:59:00,app_open,organic,Android,SC100185-893
E5081,C100348,2024-09-13 05:16:00,savings_deposit,paid,Android,SC100348-1693
E4185,C100288,2024-09-13 05:22:00,topup,referral,Android,SC100288-1395
E3543,C100244,2024-09-13 05:25:00,topup,referral,Web,SC100244-1181
E6074,C100418,2024-09-13 10:50:00,kyc_approved,campaign,Android,SC100418-2024
E2325,C100159,2024-09-13 13:14:00,app_open,organic,Android,SC100159-775
E1661,C100114,2024-09-13 14:06:00,kyc_approved,campaign,Android,SC100114-553
E4634,C100317,2024-09-13 15:38:00,signup,organic,iOS,SC100317-1544
E824,C100060,2024-09-13 19:28:00,kyc_submit,referral,iOS,SC100060-274
E5219,C100358,2024-09-13 21:19:00,signup,paid,Android,SC100358-1739
E2252,C100154,2024-09-13 21:44:00,transfer,organic,Android,SC100154-750
E5562,C100383,2024-09-13 22:57:00,activate,organic,Android,SC100383-1854
E4006,C100277,2024-09-14 00:48:00,transfer,referral,Android,SC100277-1335
E4788,C100326,2024-09-14 01:02:00,app_open,organic,Web,SC100326-1596
E5032,C100344,2024-09-14 02:14:00,kyc_approved,organic,iOS,SC100344-1677
E6179,C100425,2024-09-14 02:21:00,signup,organic,Android,SC100425-2059
E2200,C100150,2024-09-14 03:32:00,signup,referral,iOS,SC100150-733
E4452,C100304,2024-09-14 05:50:00,transfer,organic,iOS,SC100304-1484
E3904,C100270,2024-09-14 06:01:00,pay,organic,Android,SC100270-1301
E1644,C100113,2024-09-14 07:17:00,pay,organic,Android,SC100113-548
E2023,C100138,2024-09-14 08:17:00,savings_deposit,organic,Android,SC100138-674
E2253,C100154,2024-09-14 09:40:00,signup,organic,iOS,SC100154-751
E5962,C100410,2024-09-14 10:21:00,signup,organic,iOS,SC100410-1987
E762,C100055,2024-09-14 11:54:00,app_open,organic,Android,SC100055-254
E5154,C100354,2024-09-14 12:16:00,kyc_submit,paid,iOS,SC100354-1718
E4647,C100318,2024-09-14 14:14:00,kyc_submit,organic,iOS,SC100318-1549
E4453,C100304,2024-09-14 16:14:00,topup,organic,Android,SC100304-1484
E4515,C100310,2024-09-14 18:27:00,topup,paid,iOS,SC100310-1505
E3487,C100241,2024-09-14 20:09:00,signup,organic,Android,SC100241-1162
E5855,C100403,2024-09-14 22:42:00,activate,paid,Android,SC100403-1951
E4454,C100304,2024-09-14 23:19:00,kyc_submit,organic,iOS,SC100304-1484
E4276,C100293,2024-09-15 03:22:00,transfer,paid,Android,SC100293-1425
E5127,C100352,2024-09-15 03:36:00,kyc_approved,paid,Android,SC100352-1709
E5488,C100378,2024-09-15 06:38:00,signup,organic,Android,SC100378-1829
E1351,C100092,2024-09-15 13:04:00,kyc_submit,organic,Android,SC100092-450
E5820,C100401,2024-09-15 14:23:00,kyc_approved,organic,iOS,SC100401-1940
E5298,C100364,2024-09-15 15:53:00,kyc_submit,referral,iOS,SC100364-1766
