customer_id,signup_date,channel,region,age_group,gender,risk_segment,kyc_submit_date,kyc_approved_date,activate_date,card_activate_date
C100304,2024-07-02,organic,HCMC,55+,M,low,2024-07-03,2024-07-07,2024-07-08,2024-07-15
C100305,2024-07-02,campaign,Hanoi,25-34,F,low,2024-07-08,2024-07-09,2024-07-10,
C100306,2024-07-02,paid,Hanoi,25-34,F,medium,,,,
C100307,2024-07-02,organic,HCMC,35-44,M,low,2024-07-05,2024-07-07,2024-07-08,2024-07-12
C100308,2024-07-03,paid,HCMC,25-34,M,low,2024-07-03,2024-07-07,2024-07-11,2024-07-18
C100309,2024-07-03,paid,HCMC,25-34,F,medium,2024-07-04,2024-07-05,2024-07-06,
C100310,2024-07-03,paid,HCMC,25-34,M,low,2024-07-05,2024-07-06,2024-07-08,
C100311,2024-07-04,campaign,CanTho,45-54,F,low,2024-07-10,2024-07-11,2024-07-11,
C100312,2024-07-06,campaign,HCMC,18-24,M,high,2024-07-06,2024-07-07,2024-07-09,2024-07-15
C100313,2024-07-07,organic,DaNang,18-24,M,low,2024-07-12,2024-07-13,2024-07-13,
C100314,2024-07-08,organic,Hanoi,35-44,M,low,,,,
C100315,2024-07-09,organic,Hanoi,25-34,M,low,,,,
C100316,2024-07-09,organic,Hanoi,18-24,F,low,,,,
C100317,2024-07-09,organic,HCMC,25-34,F,medium,,,,
C100318,2024-07-10,organic,CanTho,45-54,M,medium,2024-07-14,2024-07-15,2024-07-18,2024-07-23
C100319,2024-07-10,referral,HCMC,55+,M,low,,,,
C100320,2024-07-11,organic,CanTho,45-54,F,low,2024-07-14,2024-07-16,2024-07-18,2024-07-24
C100321,2024-07-11,organic,HCMC,25-34,F,high,2024-07-11,2024-07-13,,
C100322,2024-07-12,paid,HCMC,45-54,F,low,2024-07-14,2024-07-18,2024-07-21,2024-07-28
C100323,2024-07-13,paid,HCMC,18-24,F,low,2024-07-18,2024-07-21,,
C100324,2024-07-14,organic,Hanoi,25-34,F,low,2024-07-18,2024-07-19,,
C100325,2024-07-14,referral,HCMC,25-34,F,high,2024-07-14,2024-07-17,2024-07-17,2024-07-25
C100326,2024-07-14,organic,HCMC,25-34,M,low,2024-07-14,2024-07-17,,
C100327,2024-07-14,organic,Hanoi,55+,F,low,2024-07-18,2024-07-20,2024-07-20,
C100328,2024-07-14,paid,Hanoi,35-44,M,low,2024-07-18,2024-07-22,2024-07-22,2024-07-27
C100329,2024-07-15,organic,HCMC,25-34,M,low,2024-07-18,2024-07-19,2024-07-21,
C100330,2024-07-15,paid,CanTho,35-44,F,low,2024-07-19,2024-07-21,2024-07-21,2024-07-21
C100331,2024-07-16,campaign,Hanoi,35-44,M,low,2024-07-19,2024-07-20,2024-07-21,
C100332,2024-07-17,referral,HCMC,18-24,F,medium,2024-07-18,2024-07-21,,
C100333,2024-07-17,referral,Hanoi,25-34,F,low,,,,
C100334,2024-07-19,organic,HCMC,25-34,F,medium,2024-07-25,2024-07-26,2024-07-28,
C100335,2024-07-20,organic,Hanoi,55+,F,high,,,,
C100336,2024-07-21,campaign,HCMC,45-54,F,low,2024-07-22,2024-07-23,,
C100337,2024-07-22,referral,CanTho,25-34,M,medium,2024-07-27,2024-07-29,2024-07-29,
C100338,2024-07-22,paid,HCMC,55+,M,low,2024-07-25,2024-07-27,2024-07-28,
C100339,2024-07-24,paid,HCMC,18-24,F,low,,,,
C100340,2024-07-25,organic,HCMC,25-34,Other,low,2024-07-30,2024-08-01,2024-08-02,
C100341,2024-07-25,organic,Hanoi,25-34,M,low,2024-07-28,2024-07-30,2024-08-03,
C100342,2024-07-27,organic,HCMC,25-34,M,medium,2024-07-29,2024-07-31,2024-08-03,
C100343,2024-07-27,campaign,Hanoi,45-54,F,low,2024-07-29,2024-08-01,2024-08-01,2024-08-07
C100344,2024-07-27,organic,HCMC,35-44,F,medium,2024-08-01,2024-08-02,,
C100345,2024-07-27,campaign,Hanoi,18-24,M,medium,,,,
C100346,2024-07-28,organic,HCMC,25-34,F,low,2024-08-03,2024-08-05,2024-08-07,2024-08-08
C100347,2024-07-28,referral,HCMC,35-44,F,low,,,,
C100348,2024-07-28,paid,HCMC,25-34,M,low,2024-07-30,2024-08-03,2024-08-03,
C100349,2024-07-28,organic,HCMC,45-54,M,high,2024-08-03,2024-08-04,2024-08-05,2024-08-10
C100350,2024-07-29,paid,Hanoi,35-44,F,low,,,,
C100351,2024-07-30,paid,CanTho,35-44,M,medium,2024-08-04,2024-08-08,2024-08-09,
C100352,2024-07-30,paid,CanTho,35-44,M,low,2024-07-30,2024-08-02,2024-08-03,2024-08-11
C100353,2024-07-30,paid,HaiPhong,35-44,M,medium,2024-08-04,2024-08-05,2024-08-08,2024-08-09
C100354,2024-07-31,paid,HCMC,25-34,F,low,2024-08-02,2024-08-06,2024-08-07,2024-08-16
C100355,2024-07-31,referral,Hanoi,45-54,M,medium,,,,
C100356,2024-08-01,organic,HCMC,35-44,F,high,2024-08-02,2024-08-04,2024-08-05,
C100357,2024-08-02,campaign,DaNang,35-44,F,medium,2024-08-04,2024-08-05,2024-08-09,
C100358,2024-08-03,paid,DaNang,18-24,M,low,,,,
C100359,2024-08-03,organic,Hanoi,25-34,M,low,2024-08-03,2024-08-04,2024-08-04,2024-08-06
C100360,2024-08-05,campaign,HaiPhong,35-44,M,low,2024-08-11,2024-08-12,2024-08-16,2024-08-18
C100361,2024-08-06,organic,Hanoi,45-54,M,medium,,,,
C100362,2024-08-06,organic,Hanoi,25-34,F,medium,2024-08-11,2024-08-14,,
C100363,2024-08-06,paid,HCMC,35-44,F,low,2024-08-10,2024-08-12,2024-08-13,
C100364,2024-08-07,referral,DaNang,18-24,F,low,2024-08-07,2024-08-11,2024-08-11,2024-08-14
C100365,2024-08-07,organic,Hanoi,18-24,M,low,,,,
C100366,2024-08-07,organic,Hanoi,35-44,F,medium,2024-08-11,2024-08-15,2024-08-18,
C100367,2024-08-08,paid,HCMC,55+,Other,medium,2024-08-11,2024-08-14,2024-08-17,
C100368,2024-08-09,paid,DaNang,25-34,M,low,,,,
C100369,2024-08-09,paid,HCMC,25-34,M,high,2024-08-10,2024-08-12,2024-08-16,2024-08-18
C100370,2024-08-09,organic,Hanoi,25-34,F,low,2024-08-13,2024-08-16,2024-08-17,
C100371,2024-08-09,referral,HCMC,35-44,M,low,,,,
C100372,2024-08-10,referral,HCMC,25-34,M,low,2024-08-13,2024-08-14,2024-08-15,
C100373,2024-08-11,referral,HCMC,25-34,F,low,,,,
C100374,2024-08-11,referral,Hanoi,35-44,F,medium,2024-08-16,2024-08-18,2024-08-20,
C100375,2024-08-12,paid,CanTho,18-24,Other,medium,,,,
C100376,2024-08-13,paid,HCMC,45-54,M,high,2024-08-18,2024-08-20,2024-08-24,
C100377,2024-08-13,referral,HCMC,35-44,F,low,2024-08-13,2024-08-17,2024-08-18,2024-08-27
C100378,2024-08-13,organic,Hanoi,55+,M,medium,2024-08-19,2024-08-20,,
C100379,2024-08-13,paid,HCMC,45-54,M,low,2024-08-19,2024-08-20,,
C100380,2024-08-13,referral,HCMC,35-44,F,high,2024-08-14,2024-08-15,2024-08-18,
C100381,2024-08-13,referral,HCMC,25-34,M,medium,,,,
C100382,2024-08-14,organic,HCMC,35-44,M,low,,,,
C100383,2024-08-14,organic,CanTho,35-44,F,medium,2024-08-15,2024-08-18,2024-08-21,2024-08-22
C100384,2024-08-14,campaign,HCMC,25-34,M,high,,,,
C100385,2024-08-15,referral,Hanoi,45-54,M,low,2024-08-15,2024-08-17,2024-08-18,2024-08-21
C100386,2024-08-17,organic,HCMC,25-34,M,low,2024-08-21,2024-08-23,2024-08-25,
C100387,2024-08-17,paid,HaiPhong,55+,F,low,2024-08-22,2024-08-26,,
C100388,2024-08-18,referral,HCMC,35-44,F,low,2024-08-22,2024-08-26,2024-08-29,2024-09-06
C100389,2024-08-18,referral,Hanoi,45-54,F,low,2024-08-19,2024-08-22,2024-08-23,2024-08-29
C100390,2024-08-18,paid,HCMC,45-54,M,medium,2024-08-22,2024-08-24,2024-08-28,2024-08-29
C100391,2024-08-18,organic,HCMC,35-44,F,medium,2024-08-23,2024-08-24,2024-08-28,
C100392,2024-08-19,organic,HCMC,45-54,M,low,,,,
C100393,2024-08-19,organic,HCMC,35-44,F,medium,2024-08-21,2024-08-24,,
C100394,2024-08-20,organic,HCMC,25-34,M,low,,,,
C100395,2024-08-21,organic,Hanoi,55+,F,low,2024-08-26,2024-08-30,2024-09-01,2024-09-01
C100396,2024-08-22,paid,Hanoi,35-44,M,medium,,,,
C100397,2024-08-22,paid,HCMC,35-44,M,low,2024-08-23,2024-08-27,2024-08-29,2024-08-29
C100398,2024-08-22,organic,DaNang,55+,F,low,2024-08-24,2024-08-27,,
C100399,2024-08-22,referral,HCMC,35-44,M,low,2024-08-26,2024-08-30,,
C100400,2024-08-23,organic,Hanoi,18-24,F,low,2024-08-26,2024-08-27,2024-08-31,
C100401,2024-08-23,organic,DaNang,35-44,M,medium,2024-08-24,2024-08-28,2024-08-29,
C100402,2024-08-23,paid,Hanoi,35-44,F,low,2024-08-25,2024-08-28,2024-08-31,2024-08-31
C100403,2024-08-24,paid,HCMC,35-44,F,medium,2024-08-26,2024-08-27,2024-08-30,2024-09-03
C100404,2024-08-26,organic,HCMC,55+,M,low,2024-08-27,2024-08-31,2024-09-04,2024-09-11
C100405,2024-08-26,campaign,HCMC,35-44,M,medium,2024-08-28,2024-08-30,2024-09-01,2024-09-04
C100406,2024-08-27,paid,HCMC,55+,F,high,,,,
C100407,2024-08-27,paid,Hanoi,35-44,M,high,,,,
C100408,2024-08-28,organic,HaiPhong,55+,F,medium,2024-08-28,2024-08-29,2024-08-30,
C100409,2024-08-29,paid,HCMC,25-34,M,medium,2024-08-31,2024-09-01,2024-09-01,
C100410,2024-08-30,organic,DaNang,25-34,F,low,,,,
C100411,2024-08-30,organic,HCMC,25-34,M,low,,,,
C100412,2024-08-31,paid,HaiPhong,45-54,F,low,2024-08-31,2024-09-02,2024-09-05,
C100413,2024-09-01,paid,HCMC,45-54,M,low,2024-09-05,2024-09-08,2024-09-11,2024-09-13
C100414,2024-09-02,paid,HCMC,35-44,F,low,2024-09-02,2024-09-06,2024-09-08,2024-09-13
C100415,2024-09-03,organic,HCMC,25-34,F,low,2024-09-03,2024-09-04,2024-09-05,
C100416,2024-09-03,organic,HCMC,25-34,F,low,2024-09-06,2024-09-08,,
C100417,2024-09-04,campaign,HCMC,18-24,F,low,,,,
C100418,2024-09-04,campaign,CanTho,25-34,F,low,2024-09-05,2024-09-06,2024-09-09,2024-09-10
C100419,2024-09-05,referral,Hanoi,25-34,M,medium,2024-09-05,2024-09-08,2024-09-11,
C100420,2024-09-05,organic,HCMC,55+,M,low,2024-09-09,2024-09-12,2024-09-15,2024-09-23
C100421,2024-09-07,organic,Hanoi,35-44,M,low,,,,
C100422,2024-09-07,organic,Hanoi,35-44,M,low,2024-09-10,2024-09-14,2024-09-15,
C100423,2024-09-07,referral,HCMC,25-34,F,low,2024-09-12,2024-09-14,2024-09-17,
C100424,2024-09-08,organic,HaiPhong,18-24,Other,low,2024-09-11,2024-09-15,2024-09-15,2024-09-20
C100425,2024-09-11,organic,HCMC,25-34,F,medium,2024-09-17,2024-09-21,2024-09-25,2024-09-30
C100426,2024-09-11,organic,Hanoi,35-44,M,low,,,,
C100427,2024-09-12,paid,HCMC,35-44,M,low,2024-09-15,2024-09-16,2024-09-17,
C100428,2024-09-12,paid,Hanoi,55+,F,medium,2024-09-18,2024-09-19,,
C100429,2024-09-12,referral,HaiPhong,25-34,M,medium,2024-09-12,2024-09-15,2024-09-19,2024-09-21
C100430,2024-09-13,organic,DaNang,35-44,F,low,2024-09-14,2024-09-15,,
C100431,2024-09-13,organic,HCMC,35-44,F,medium,,,,
C100432,2024-09-14,referral,Hanoi,35-44,F,low,2024-09-20,2024-09-23,2024-09-25,
C100433,2024-09-15,organic,Hanoi,18-24,F,high,2024-09-20,2024-09-21,,
C100434,2024-09-15,paid,HCMC,45-54,M,low,,,,
C100435,2024-09-15,paid,Hanoi,35-44,F,low,2024-09-17,2024-09-20,2024-09-24,
C100436,2024-09-17,organic,HCMC,35-44,M,low,2024-09-22,2024-09-24,2024-09-26,
C100437,2024-09-17,organic,DaNang,18-24,M,low,2024-09-21,2024-09-24,2024-09-28,2024-10-04
C100438,2024-09-17,paid,HCMC,55+,F,medium,2024-09-20,2024-09-23,2024-09-23,
C100439,2024-09-17,organic,HCMC,35-44,M,high,,,,
C100440,2024-09-18,campaign,CanTho,25-34,F,low,2024-09-22,2024-09-25,2024-09-27,2024-10-02
C100441,2024-09-18,organic,HCMC,35-44,M,low,,,,
C100442,2024-09-22,organic,Hanoi,18-24,M,low,2024-09-27,2024-09-30,,
C100443,2024-09-22,paid,CanTho,18-24,F,low,2024-09-23,2024-09-26,,
C100444,2024-09-22,organic,Hanoi,35-44,F,low,2024-09-24,2024-09-27,2024-09-30,
C100445,2024-09-23,campaign,CanTho,35-44,F,low,,,,
C100446,2024-09-23,organic,HCMC,25-34,M,low,2024-09-24,2024-09-27,2024-10-01,
C100447,2024-09-24,organic,HCMC,18-24,M,low,,,,
C100448,2024-09-24,organic,Hanoi,25-34,M,low,2024-09-27,2024-09-30,2024-10-04,
C100449,2024-09-25,paid,HCMC,18-24,F,low,2024-09-25,2024-09-26,,
C100450,2024-09-25,referral,HaiPhong,25-34,F,low,2024-09-25,2024-09-26,2024-09-28,2024-10-02
C100451,2024-09-26,organic,Hanoi,18-24,M,low,2024-09-26,2024-09-29,2024-09-30,
C100452,2024-09-28,organic,Hanoi,35-44,F,low,2024-09-28,2024-10-02,2024-10-03,2024-10-04
C100453,2024-09-28,paid,Hanoi,35-44,M,low,2024-10-03,2024-10-07,2024-10-10,2024-10-12
C100454,2024-09-29,paid,Hanoi,25-34,M,medium,2024-10-03,2024-10-04,,
C100455,2024-09-30,paid,HCMC,35-44,M,high,,,,
C100456,2024-10-01,organic,HCMC,18-24,M,low,2024-10-02,2024-10-05,2024-10-07,
C100457,2024-10-01,organic,HCMC,45-54,M,high,,,,
C100458,2024-10-02,referral,HCMC,35-44,M,low,2024-10-03,2024-10-05,2024-10-07,2024-10-11
C100459,2024-10-03,campaign,Hanoi,18-24,M,medium,2024-10-05,2024-10-09,2024-10-10,2024-10-12
C100460,2024-10-03,organic,HCMC,25-34,M,medium,2024-10-09,2024-10-10,2024-10-14,
C100461,2024-10-03,campaign,CanTho,25-34,M,low,,,,
C100462,2024-10-03,organic,HCMC,45-54,Other,low,2024-10-08,2024-10-11,2024-10-11,2024-10-19
C100463,2024-10-04,referral,HCMC,35-44,F,low,,,,
C100464,2024-10-06,campaign,CanTho,18-24,F,low,,,,
C100465,2024-10-08,paid,Hanoi,35-44,M,low,2024-10-10,2024-10-12,2024-10-16,
C100466,2024-10-09,paid,HCMC,18-24,F,medium,2024-10-12,2024-10-14,2024-10-15,2024-10-17
C100467,2024-10-09,organic,Hanoi,25-34,M,low,2024-10-09,2024-10-12,2024-10-12,2024-10-13
C100468,2024-10-13,referral,HCMC,45-54,M,low,,,,
C100469,2024-10-13,paid,HCMC,25-34,F,medium,,,,
C100470,2024-10-14,paid,HaiPhong,35-44,F,medium,2024-10-17,2024-10-21,,
C100471,2024-10-14,paid,CanTho,25-34,F,medium,,,,
C100472,2024-10-15,organic,Hanoi,18-24,M,medium,,,,
C100473,2024-10-16,referral,HCMC,45-54,M,low,2024-10-17,2024-10-19,,
C100474,2024-10-17,paid,Hanoi,35-44,M,low,2024-10-19,2024-10-21,,
C100475,2024-10-17,paid,HCMC,25-34,F,low,2024-10-20,2024-10-21,2024-10-25,2024-10-31
C100476,2024-10-17,organic,HCMC,25-34,F,low,2024-10-22,2024-10-24,,
C100477,2024-10-18,paid,CanTho,25-34,F,low,2024-10-20,2024-10-24,2024-10-24,
C100478,2024-10-18,organic,HCMC,35-44,F,low,2024-10-23,2024-10-27,2024-10-31,
C100479,2024-10-19,referral,HCMC,45-54,M,medium,2024-10-21,2024-10-25,2024-10-29,2024-10-30
C100480,2024-10-19,organic,DaNang,25-34,F,high,,,,
C100481,2024-10-19,organic,Hanoi,18-24,F,medium,2024-10-21,2024-10-25,2024-10-29,
C100482,2024-10-20,organic,Hanoi,18-24,F,medium,2024-10-23,2024-10-26,,
C100483,2024-10-22,organic,HCMC,25-34,M,low,2024-10-27,2024-10-30,,
C100484,2024-10-22,referral,HCMC,35-44,M,low,2024-10-22,2024-10-25,2024-10-26,2024-10-28
C100485,2024-10-22,organic,HCMC,18-24,F,medium,2024-10-28,2024-10-31,2024-11-03,2024-11-05
C100486,2024-10-22,paid,HCMC,35-44,M,low,2024-10-25,2024-10-29,2024-11-02,2024-11-05
C100487,2024-10-23,organic,HCMC,18-24,M,low,2024-10-27,2024-10-31,,
C100488,2024-10-25,organic,CanTho,25-34,F,high,2024-10-27,2024-10-29,2024-11-02,
C100489,2024-10-25,organic,Hanoi,35-44,F,low,2024-10-31,2024-11-01,2024-11-01,2024-11-10
C100490,2024-10-26,organic,Hanoi,35-44,M,medium,,,,
C100491,2024-10-28,paid,HCMC,18-24,M,low,,,,
C100492,2024-10-28,organic,Hanoi,18-24,F,high,2024-11-03,2024-11-06,2024-11-08,2024-11-10
C100493,2024-10-28,organic,HCMC,25-34,F,low,,,,
C100494,2024-10-29,paid,HCMC,25-34,Other,medium,2024-10-30,2024-11-03,2024-11-05,
C100495,2024-10-30,organic,Hanoi,25-34,M,medium,2024-10-31,2024-11-04,2024-11-05,2024-11-13
C100496,2024-10-30,campaign,Hanoi,35-44,M,medium,2024-10-30,2024-11-02,2024-11-03,2024-11-11
C100497,2024-10-30,organic,HaiPhong,18-24,F,low,2024-11-02,2024-11-03,2024-11-04,2024-11-05
C100498,2024-10-31,campaign,DaNang,25-34,F,low,2024-11-06,2024-11-10,,
C100499,2024-10-31,organic,HCMC,25-34,M,low,,,,
C100500,2024-10-31,campaign,HCMC,35-44,M,low,2024-10-31,2024-11-03,2024-11-04,2024-11-13
C100501,2024-10-31,organic,HCMC,35-44,M,low,2024-11-01,2024-11-02,2024-11-06,2024-11-10
C100502,2024-10-31,organic,HCMC,18-24,M,low,2024-11-04,2024-11-07,,
C100503,2024-11-01,organic,Hanoi,25-34,M,low,2024-11-02,2024-11-06,2024-11-09,2024-11-18
C100504,2024-11-01,paid,HCMC,35-44,M,high,,,,
C100505,2024-11-02,organic,HCMC,25-34,M,low,2024-11-08,2024-11-12,2024-11-14,
C100506,2024-11-03,organic,Hanoi,45-54,F,low,,,,
C100507,2024-11-05,paid,CanTho,18-24,F,low,,,,
C100508,2024-11-06,organic,DaNang,35-44,M,high,,,,
C100509,2024-11-06,paid,HCMC,35-44,F,medium,2024-11-08,2024-11-10,,
C100510,2024-11-07,organic,HCMC,55+,M,low,2024-11-11,2024-11-14,,
C100511,2024-11-07,organic,HCMC,18-24,M,medium,2024-11-08,2024-11-10,2024-11-10,
C100512,2024-11-08,campaign,HCMC,35-44,F,medium,2024-11-09,2024-11-10,2024-11-14,
C100513,2024-11-09,organic,CanTho,25-34,F,low,2024-11-12,2024-11-16,,
C100514,2024-11-09,organic,HCMC,35-44,F,low,,,,
C100515,2024-11-10,paid,Hanoi,25-34,M,low,2024-11-16,2024-11-17,2024-11-20,
C100516,2024-11-11,referral,Hanoi,35-44,M,low,2024-11-15,2024-11-17,2024-11-18,
C100517,2024-11-11,organic,Hanoi,18-24,M,low,2024-11-12,2024-11-13,2024-11-13,
C100518,2024-11-12,organic,DaNang,45-54,M,medium,2024-11-14,2024-11-18,2024-11-21,2024-11-23
C100519,2024-11-12,campaign,HCMC,25-34,M,low,,,,
C100520,2024-11-13,organic,HCMC,45-54,M,low,2024-11-18,2024-11-20,2024-11-24,2024-12-01
C100521,2024-11-13,paid,Hanoi,25-34,M,medium,,,,
C100522,2024-11-14,paid,HCMC,18-24,F,low,,,,
C100523,2024-11-15,referral,HCMC,25-34,F,low,2024-11-21,2024-11-23,2024-11-24,
C100524,2024-11-16,organic,HCMC,35-44,M,medium,2024-11-22,2024-11-26,2024-11-30,
C100525,2024-11-17,referral,HCMC,45-54,M,low,,,,
C100526,2024-11-17,paid,HCMC,25-34,F,medium,2024-11-20,2024-11-24,2024-11-25,2024-11-26
C100527,2024-11-18,organic,HCMC,25-34,F,high,2024-11-19,2024-11-20,2024-11-20,2024-11-20
C100528,2024-11-18,paid,CanTho,45-54,F,low,,,,
C100529,2024-11-18,referral,HCMC,35-44,M,medium,,,,
C100530,2024-11-18,paid,HCMC,25-34,M,low,2024-11-24,2024-11-26,2024-11-27,2024-12-03
C100531,2024-11-19,organic,DaNang,35-44,M,low,2024-11-19,2024-11-20,2024-11-22,
C100532,2024-11-21,organic,DaNang,25-34,M,low,,,,
C100533,2024-11-23,paid,Hanoi,25-34,F,low,2024-11-24,2024-11-25,2024-11-26,2024-11-26
C100534,2024-11-23,organic,HaiPhong,25-34,F,medium,2024-11-26,2024-11-27,2024-12-01,2024-12-01
C100535,2024-11-25,organic,HCMC,25-34,M,low,2024-11-30,2024-12-02,2024-12-06,2024-12-12
C100536,2024-11-25,organic,HCMC,18-24,F,low,,,,
C100537,2024-11-25,organic,DaNang,25-34,F,low,2024-11-26,2024-11-28,2024-12-01,
C100538,2024-11-27,organic,HaiPhong,35-44,M,low,2024-11-29,2024-11-30,2024-12-03,2024-12-11
C100539,2024-11-27,organic,HCMC,35-44,M,low,,,,
C100540,2024-11-27,paid,Hanoi,25-34,M,high,2024-12-01,2024-12-04,,
C100541,2024-11-27,organic,HCMC,45-54,F,low,2024-11-30,2024-12-02,2024-12-05,2024-12-13
C100542,2024-11-28,organic,HCMC,18-24,M,low,2024-12-04,2024-12-07,2024-12-10,2024-12-18
C100543,2024-11-28,organic,DaNang,35-44,F,low,,,,
C100544,2024-11-28,referral,DaNang,35-44,F,low,2024-11-30,2024-12-01,2024-12-03,2024-12-03
C100545,2024-11-29,organic,HCMC,18-24,M,low,,,,
C100546,2024-11-29,paid,HCMC,45-54,F,low,2024-12-01,2024-12-02,2024-12-02,
C100547,2024-11-29,referral,HaiPhong,35-44,F,low,2024-12-03,2024-12-07,,
C100548,2024-11-29,referral,Hanoi,25-34,M,low,2024-11-30,2024-12-03,2024-12-04,2024-12-13
C100549,2024-11-30,paid,Hanoi,25-34,F,low,,,,
C100550,2024-12-01,paid,HCMC,35-44,F,medium,2024-12-01,2024-12-02,2024-12-06,2024-12-06
C100551,2024-12-01,paid,Hanoi,25-34,M,low,2024-12-05,2024-12-07,2024-12-07,
C100552,2024-12-01,organic,HCMC,18-24,F,low,2024-12-07,2024-12-10,2024-12-13,2024-12-17
C100553,2024-12-01,organic,HCMC,25-34,M,medium,2024-12-04,2024-12-07,2024-12-08,
C100554,2024-12-02,organic,HCMC,45-54,M,medium,,,,
C100555,2024-12-03,organic,Hanoi,25-34,M,low,2024-12-06,2024-12-09,,
C100556,2024-12-04,paid,Hanoi,25-34,F,medium,2024-12-06,2024-12-08,2024-12-12,2024-12-17
C100557,2024-12-04,paid,Hanoi,45-54,M,low,2024-12-10,2024-12-14,,
C100558,2024-12-06,organic,HCMC,25-34,M,low,2024-12-11,2024-12-15,2024-12-17,
C100559,2024-12-07,referral,HCMC,25-34,F,low,2024-12-10,2024-12-13,2024-12-13,2024-12-17
C100560,2024-12-07,organic,CanTho,35-44,F,low,,,,
C100561,2024-12-08,paid,CanTho,18-24,F,medium,2024-12-08,2024-12-09,2024-12-12,
C100562,2024-12-08,organic,CanTho,35-44,F,low,,,,
C100563,2024-12-08,referral,HCMC,35-44,M,low,2024-12-08,2024-12-09,2024-12-11,2024-12-20
C100564,2024-12-09,organic,Hanoi,25-34,M,medium,,,,
C100565,2024-12-09,organic,DaNang,25-34,F,medium,2024-12-13,2024-12-15,2024-12-16,
C100566,2024-12-11,paid,HCMC,35-44,M,low,,,,
C100567,2024-12-11,paid,Hanoi,25-34,M,low,,,,
C100568,2024-12-11,paid,CanTho,45-54,F,medium,,,,
C100569,2024-12-12,campaign,Hanoi,35-44,F,low,2024-12-14,2024-12-15,,
C100570,2024-12-13,organic,Hanoi,18-24,F,medium,2024-12-18,2024-12-19,2024-12-23,
C100571,2024-12-14,paid,HCMC,35-44,M,low,2024-12-18,2024-12-20,2024-12-21,2024-12-22
C100572,2024-12-14,organic,HCMC,35-44,F,low,2024-12-20,2024-12-22,2024-12-23,
C100573,2024-12-14,referral,Hanoi,25-34,M,low,2024-12-15,2024-12-17,,
C100574,2024-12-15,paid,Hanoi,35-44,M,low,2024-12-21,2024-12-22,2024-12-24,2024-12-25
C100575,2024-12-15,referral,HCMC,25-34,M,low,2024-12-17,2024-12-19,2024-12-21,2024-12-28
C100576,2024-12-15,referral,HCMC,25-34,M,high,2024-12-19,2024-12-22,2024-12-24,2024-12-27
C100577,2024-12-18,referral,HCMC,25-34,F,medium,,,,
C100578,2024-12-18,organic,Hanoi,35-44,F,medium,2024-12-19,2024-12-23,2024-12-26,2025-01-02
C100579,2024-12-18,paid,HCMC,18-24,F,high,,,,
C100580,2024-12-18,referral,Hanoi,35-44,F,low,2024-12-18,2024-12-19,2024-12-21,
C100581,2024-12-19,referral,HCMC,18-24,M,low,2024-12-19,2024-12-23,2024-12-25,2025-01-03
C100582,2024-12-20,campaign,Hanoi,25-34,M,medium,2024-12-25,2024-12-28,,
C100583,2024-12-21,organic,HCMC,45-54,M,medium,2024-12-27,2024-12-31,2025-01-03,2025-01-05
C100584,2024-12-22,organic,CanTho,25-34,F,low,2024-12-26,2024-12-27,2024-12-28,2025-01-03
C100585,2024-12-22,paid,HCMC,35-44,M,low,2024-12-27,2024-12-31,,
C100586,2024-12-23,organic,HCMC,25-34,M,medium,2024-12-28,2024-12-31,,
C100587,2024-12-25,paid,DaNang,55+,M,low,2024-12-26,2024-12-27,,
C100588,2024-12-25,organic,HCMC,55+,M,low,2024-12-27,2024-12-29,2025-01-01,
C100589,2024-12-25,organic,HCMC,25-34,M,low,2024-12-28,2025-01-01,2025-01-05,
C100590,2024-12-26,paid,HCMC,45-54,M,medium,2024-12-31,2025-01-02,2025-01-02,
C100591,2024-12-28,organic,HCMC,45-54,M,medium,,,,
C100592,2024-12-29,organic,HCMC,25-34,F,low,2024-12-31,2025-01-02,2025-01-03,2025-01-04
C100593,2024-12-30,organic,HCMC,25-34,M,low,2024-12-30,2025-01-02,2025-01-04,2025-01-05
C100594,2024-12-30,referral,Hanoi,25-34,M,low,2025-01-04,2025-01-08,2025-01-12,
C100595,2024-12-30,referral,HCMC,25-34,F,low,2024-12-30,2024-12-31,2024-12-31,
C100596,2024-12-31,paid,HCMC,25-34,F,low,,,,
C100597,2025-01-01,paid,HCMC,25-34,F,low,2025-01-01,2025-01-05,2025-01-05,
C100598,2025-01-01,campaign,Hanoi,25-34,F,medium,2025-01-03,2025-01-06,,
C100599,2025-01-01,organic,Hanoi,25-34,F,low,2025-01-02,2025-01-03,,
C100600,2025-01-03,paid,CanTho,25-34,M,low,,,,
C100601,2025-01-03,organic,Hanoi,55+,F,medium,2025-01-05,2025-01-08,2025-01-11,2025-01-12
C100602,2025-01-03,paid,HCMC,25-34,M,low,2025-01-08,2025-01-12,2025-01-13,
C100603,2025-01-03,organic,HCMC,35-44,M,medium,2025-01-04,2025-01-08,2025-01-10,
C100604,2025-01-04,organic,DaNang,25-34,M,medium,2025-01-05,2025-01-09,2025-01-11,
C100605,2025-01-05,campaign,Hanoi,35-44,M,low,2025-01-06,2025-01-08,2025-01-08,
C100606,2025-01-06,organic,HCMC,35-44,F,low,,,,
C100607,2025-01-08,campaign,HCMC,45-54,M,low,,,,
C100608,2025-01-09,paid,Hanoi,18-24,M,low,2025-01-14,2025-01-18,2025-01-21,
