txn_id,customer_id,txn_time,product,amount,fee,merchant_category,card_present,status,region,channel
T2601,C100286,2024-10-28 14:39:00,savings,30.5,0.0,education,False,COMPLETED,DaNang,organic
T2740,C100295,2024-10-28 16:43:00,transfer,54.13,0.11,food_delivery,True,COMPLETED,HCMC,paid
T227,C100029,2024-10-28 18:43:00,pay,10.47,0.05,transport,False,COMPLETED,HaiPhong,organic
T1814,C100205,2024-10-28 18:56:00,pay,13.45,0.07,utilities,False,COMPLETED,HCMC,organic
T1245,C100134,2024-10-28 19:49:00,pay,22.49,0.11,health,True,COMPLETED,HCMC,organic
T1802,C100204,2024-10-29 10:12:00,transfer,82.64,0.17,utilities,True,COMPLETED,Hanoi,campaign
T3692,C100389,2024-10-29 12:39:00,pay,43.35,0.22,other,True,COMPLETED,Hanoi,referral
T799,C100085,2024-10-29 12:53:00,transfer,54.11,0.11,groceries,True,COMPLETED,HCMC,organic
T743,C100080,2024-10-29 12:55:00,pay,152.96,0.76,fashion,True,COMPLETED,HCMC,referral
T2262,C100256,2024-10-29 13:03:00,transfer,51.39,0.1,utilities,False,COMPLETED,HCMC,organic
T482,C100046,2024-10-29 13:56:00,savings,50.28,0.0,health,True,COMPLETED,Hanoi,organic
T4421,C100467,2024-10-29 14:27:00,savings,72.82,0.0,groceries,True,COMPLETED,Hanoi,organic
T3919,C100409,2024-10-29 14:47:00,savings,21.49,0.0,other,True,COMPLETED,HCMC,paid
T981,C100115,2024-10-29 15:52:00,pay,25.05,0.13,entertainment,False,COMPLETED,HCMC,referral
T1960,C100222,2024-10-29 17:37:00,pay,19.95,0.1,groceries,False,COMPLETED,DaNang,organic
T4104,C100425,2024-10-29 17:37:00,invest,23.02,0.01,fashion,True,COMPLETED,HCMC,organic
T1931,C100217,2024-10-29 18:26:00,pay,38.09,0.19,education,False,COMPLETED,HCMC,paid
T1053,C100119,2024-10-30 09:06:00,transfer,27.92,0.06,electronics,False,COMPLETED,CanTho,organic
T3756,C100395,2024-10-30 10:30:00,savings,30.45,0.0,transport,True,COMPLETED,Hanoi,organic
T1007,C100115,2024-10-30 13:45:00,pay,23.46,0.12,food_delivery,False,COMPLETED,HCMC,referral
T629,C100059,2024-10-30 13:58:00,pay,34.32,0.17,other,True,COMPLETED,Hanoi,organic
T4044,C100422,2024-10-30 14:15:00,savings,46.46,0.0,groceries,False,COMPLETED,Hanoi,organic
T1977,C100222,2024-10-30 14:19:00,savings,15.45,0.0,entertainment,False,COMPLETED,DaNang,organic
T1591,C100179,2024-10-30 16:11:00,pay,12.36,0.06,entertainment,False,COMPLETED,HCMC,paid
T2919,C100309,2024-10-30 16:14:00,pay,27.91,0.14,groceries,True,COMPLETED,HCMC,paid
T4134,C100432,2024-10-30 18:19:00,pay,7.66,0.04,health,False,COMPLETED,Hanoi,referral
T1718,C100196,2024-10-30 20:30:00,bill_pay,90.7,0.27,education,False,COMPLETED,HCMC,organic
T808,C100086,2024-10-31 09:00:00,savings,170.48,0.0,electronics,False,COMPLETED,HCMC,organic
T3452,C100364,2024-10-31 09:08:00,transfer,8.5,0.02,fashion,False,COMPLETED,DaNang,referral
T3173,C100337,2024-10-31 11:17:00,savings,136.24,0.0,fashion,False,COMPLETED,CanTho,referral
T1154,C100129,2024-10-31 12:04:00,bill_pay,74.07,0.22,food_delivery,True,COMPLETED,HCMC,organic
T1164,C100129,2024-10-31 12:31:00,transfer,50.23,0.1,entertainment,True,COMPLETED,HCMC,organic
T4352,C100458,2024-10-31 13:48:00,invest,21.31,0.01,education,False,COMPLETED,HCMC,referral
T3645,C100386,2024-10-31 13:49:00,transfer,82.65,0.17,groceries,False,COMPLETED,HCMC,organic
T4341,C100456,2024-10-31 14:24:00,pay,40.11,0.2,health,False,COMPLETED,HCMC,organic
T3870,C100405,2024-10-31 17:53:00,savings,29.93,0.0,education,True,COMPLETED,HCMC,campaign
T2003,C100229,2024-11-01 09:46:00,savings,129.38,0.0,health,False,COMPLETED,HCMC,paid
T2963,C100312,2024-11-01 09:49:00,pay,8.98,0.04,education,False,COMPLETED,HCMC,campaign
T3887,C100405,2024-11-01 11:51:00,topup,42.25,0.04,fashion,True,COMPLETED,HCMC,campaign
T114,C100020,2024-11-01 13:04:00,topup,70.34,0.07,utilities,False,COMPLETED,CanTho,paid
T887,C100094,2024-11-01 13:10:00,pay,31.21,0.16,food_delivery,False,COMPLETED,CanTho,paid
T2190,C100249,2024-11-01 13:34:00,transfer,19.25,0.04,transport,True,COMPLETED,HCMC,organic
T1638,C100184,2024-11-01 14:08:00,pay,18.13,0.09,fashion,True,COMPLETED,HaiPhong,organic
T1183,C100131,2024-11-01 14:13:00,pay,126.12,0.63,electronics,False,COMPLETED,HCMC,paid
T3239,C100341,2024-11-01 14:14:00,bill_pay,52.02,0.16,food_delivery,True,COMPLETED,Hanoi,organic
T3513,C100369,2024-11-01 16:21:00,pay,15.92,0.08,other,True,COMPLETED,HCMC,paid
T3667,C100388,2024-11-01 16:39:00,transfer,80.97,0.16,electronics,False,COMPLETED,HCMC,referral
T3804,C100400,2024-11-01 17:42:00,transfer,79.73,0.16,other,False,COMPLETED,Hanoi,organic
T536,C100052,2024-11-01 17:44:00,transfer,38.46,0.08,other,True,COMPLETED,HCMC,organic
T140,C100022,2024-11-01 17:53:00,pay,21.69,0.11,utilities,False,COMPLETED,HCMC,organic
T4002,C100419,2024-11-01 18:15:00,savings,36.53,0.0,transport,True,COMPLETED,Hanoi,referral
T2211,C100252,2024-11-01 18:17:00,savings,8.2,0.0,food_delivery,False,COMPLETED,DaNang,paid
T2386,C100266,2024-11-01 18:37:00,pay,18.67,0.09,transport,False,COMPLETED,Hanoi,organic
T2327,C100261,2024-11-01 18:37:00,transfer,50.0,0.1,transport,False,COMPLETED,HCMC,organic
T3475,C100366,2024-11-01 19:40:00,savings,80.32,0.0,entertainment,False,COMPLETED,Hanoi,organic
T1446,C100167,2024-11-01 20:32:00,transfer,28.17,0.06,transport,False,COMPLETED,DaNang,paid
T2108,C100238,2024-11-02 09:28:00,transfer,167.61,0.34,transport,False,FAILED,HCMC,paid
T3163,C100334,2024-11-02 09:56:00,transfer,53.13,0.11,other,False,COMPLETED,HCMC,organic
T894,C100094,2024-11-02 11:05:00,pay,52.3,0.26,utilities,True,COMPLETED,CanTho,paid
T849,C100091,2024-11-02 13:07:00,pay,17.44,0.09,groceries,False,COMPLETED,Hanoi,paid
T3363,C100356,2024-11-02 15:01:00,pay,72.6,0.36,food_delivery,False,COMPLETED,HCMC,organic
T1126,C100125,2024-11-02 15:04:00,savings,46.91,0.0,health,False,COMPLETED,HCMC,referral
T4300,C100451,2024-11-02 17:44:00,pay,12.23,0.06,entertainment,False,COMPLETED,Hanoi,organic
T1433,C100166,2024-11-02 17:56:00,pay,18.41,0.09,utilities,True,COMPLETED,HCMC,referral
T3784,C100397,2024-11-02 19:31:00,invest,29.77,0.01,groceries,True,COMPLETED,HCMC,paid
T4510,C100481,2024-11-02 19:58:00,transfer,21.85,0.04,utilities,True,COMPLETED,Hanoi,organic
T4331,C100453,2024-11-02 20:51:00,topup,102.74,0.1,fashion,True,COMPLETED,Hanoi,paid
T4174,C100436,2024-11-03 09:15:00,transfer,18.86,0.04,other,True,COMPLETED,HCMC,organic
T3831,C100403,2024-11-03 10:04:00,pay,11.23,0.06,health,False,COMPLETED,HCMC,paid
T2367,C100265,2024-11-03 10:48:00,pay,25.24,0.13,electronics,False,COMPLETED,Hanoi,organic
T638,C100066,2024-11-03 11:22:00,invest,34.39,0.02,other,False,COMPLETED,HCMC,referral
T1715,C100196,2024-11-03 12:07:00,transfer,64.87,0.13,health,False,COMPLETED,HCMC,organic
T1295,C100143,2024-11-03 12:28:00,transfer,11.41,0.02,food_delivery,False,COMPLETED,HCMC,organic
T1790,C100203,2024-11-03 12:59:00,pay,31.63,0.16,electronics,True,COMPLETED,Hanoi,organic
T2432,C100269,2024-11-03 13:20:00,pay,75.43,0.38,electronics,False,COMPLETED,Hanoi,organic
T4478,C100478,2024-11-03 13:24:00,savings,27.47,0.0,education,False,COMPLETED,HCMC,organic
T2149,C100245,2024-11-03 13:47:00,topup,105.59,0.11,health,True,COMPLETED,HCMC,organic
T409,C100042,2024-11-03 14:37:00,savings,40.73,0.0,entertainment,True,COMPLETED,HCMC,organic
T3207,C100340,2024-11-03 14:40:00,bill_pay,57.51,0.17,entertainment,False,COMPLETED,HCMC,organic
T3177,C100337,2024-11-03 14:46:00,pay,30.68,0.15,groceries,True,COMPLETED,CanTho,referral
T2390,C100266,2024-11-03 15:11:00,transfer,12.02,0.02,food_delivery,False,FAILED,Hanoi,organic
T867,C100093,2024-11-03 15:31:00,pay,89.41,0.45,transport,True,COMPLETED,Hanoi,organic
T4393,C100460,2024-11-03 18:55:00,transfer,28.77,0.06,groceries,False,COMPLETED,HCMC,organic
T4183,C100437,2024-11-03 19:02:00,invest,31.53,0.02,food_delivery,True,COMPLETED,DaNang,organic
T3600,C100377,2024-11-04 13:05:00,transfer,27.36,0.05,other,False,COMPLETED,HCMC,referral
T519,C100049,2024-11-04 13:53:00,transfer,30.35,0.06,other,False,COMPLETED,HCMC,referral
T1463,C100167,2024-11-04 16:51:00,savings,52.74,0.0,fashion,True,COMPLETED,DaNang,paid
T3814,C100400,2024-11-05 11:07:00,topup,54.81,0.05,electronics,True,COMPLETED,Hanoi,organic
T4542,C100484,2024-11-05 12:27:00,invest,29.32,0.01,utilities,True,COMPLETED,HCMC,referral
T4452,C100475,2024-11-05 13:07:00,bill_pay,24.22,0.07,food_delivery,False,COMPLETED,HCMC,paid
T3308,C100352,2024-11-05 13:50:00,pay,15.38,0.08,groceries,True,COMPLETED,CanTho,paid
T1208,C100132,2024-11-05 14:08:00,pay,20.62,0.1,groceries,False,COMPLETED,Hanoi,paid
T980,C100115,2024-11-05 18:58:00,bill_pay,46.96,0.14,transport,True,COMPLETED,HCMC,referral
T2561,C100278,2024-11-05 20:01:00,invest,17.57,0.01,entertainment,False,COMPLETED,HCMC,paid
T3494,C100367,2024-11-05 20:29:00,savings,8.22,0.0,entertainment,False,COMPLETED,HCMC,paid
T4368,C100460,2024-11-05 20:58:00,bill_pay,18.81,0.06,electronics,False,COMPLETED,HCMC,organic
T4494,C100478,2024-11-06 09:05:00,pay,18.21,0.09,food_delivery,False,COMPLETED,HCMC,organic
T2652,C100291,2024-11-06 09:21:00,bill_pay,33.9,0.1,groceries,False,COMPLETED,HCMC,organic
T3335,C100353,2024-11-06 10:24:00,invest,17.59,0.01,electronics,True,COMPLETED,HaiPhong,paid
T318,C100036,2024-11-06 11:13:00,savings,33.71,0.0,entertainment,True,COMPLETED,Hanoi,campaign
T1737,C100198,2024-11-06 16:02:00,transfer,27.66,0.06,other,False,COMPLETED,DaNang,organic
T1731,C100198,2024-11-06 18:34:00,transfer,22.71,0.05,electronics,True,COMPLETED,DaNang,organic
T625,C100059,2024-11-06 19:01:00,topup,59.79,0.06,food_delivery,True,COMPLETED,Hanoi,organic
T1701,C100195,2024-11-07 11:12:00,pay,30.63,0.15,utilities,False,COMPLETED,Hanoi,referral
T2352,C100264,2024-11-07 11:41:00,pay,13.04,0.07,utilities,False,COMPLETED,HCMC,organic
T4323,C100452,2024-11-07 12:35:00,topup,9.76,0.01,transport,False,COMPLETED,Hanoi,organic
T4184,C100437,2024-11-07 12:57:00,invest,50.79,0.03,other,True,COMPLETED,DaNang,organic
T4508,C100481,2024-11-07 13:51:00,topup,41.21,0.04,education,False,COMPLETED,Hanoi,organic
T405,C100042,2024-11-07 14:01:00,savings,45.55,0.0,groceries,False,COMPLETED,HCMC,organic
T2815,C100301,2024-11-07 16:34:00,transfer,75.63,0.15,transport,False,COMPLETED,HCMC,organic
T1169,C100129,2024-11-07 16:35:00,transfer,27.61,0.06,entertainment,False,COMPLETED,HCMC,organic
T1082,C100121,2024-11-07 18:56:00,transfer,41.43,0.08,transport,True,COMPLETED,HCMC,organic
T2899,C100309,2024-11-07 18:56:00,transfer,30.45,0.06,education,False,COMPLETED,HCMC,paid
T2778,C100298,2024-11-07 20:40:00,pay,23.84,0.12,utilities,True,COMPLETED,DaNang,organic
T268,C100033,2024-11-07 20:51:00,transfer,21.3,0.04,health,True,COMPLETED,CanTho,paid
T2348,C100264,2024-11-08 11:35:00,transfer,8.37,0.02,fashion,False,COMPLETED,HCMC,organic
T415,C100043,2024-11-08 12:05:00,savings,29.78,0.0,fashion,False,COMPLETED,DaNang,paid
T3945,C100414,2024-11-08 13:43:00,pay,88.28,0.44,electronics,False,COMPLETED,HCMC,paid
T1540,C100173,2024-11-08 18:08:00,bill_pay,26.0,0.08,groceries,False,COMPLETED,HCMC,organic
T1828,C100205,2024-11-08 19:23:00,topup,10.27,0.01,health,True,COMPLETED,HCMC,organic
T2877,C100308,2024-11-09 09:23:00,savings,180.65,0.0,other,True,COMPLETED,HCMC,paid
T4608,C100489,2024-11-09 10:21:00,pay,50.48,0.25,education,True,COMPLETED,Hanoi,organic
T1275,C100140,2024-11-09 10:23:00,transfer,28.64,0.06,food_delivery,False,COMPLETED,HaiPhong,paid
T102,C100017,2024-11-09 12:25:00,pay,44.75,0.22,fashion,False,COMPLETED,HCMC,organic
T2101,C100238,2024-11-09 13:37:00,transfer,14.46,0.03,education,False,COMPLETED,HCMC,paid
T2227,C100255,2024-11-09 14:01:00,pay,93.97,0.47,transport,False,COMPLETED,Hanoi,organic
T312,C100036,2024-11-09 14:51:00,pay,46.98,0.23,entertainment,False,COMPLETED,Hanoi,campaign
T3489,C100367,2024-11-09 14:58:00,pay,70.52,0.35,transport,False,COMPLETED,HCMC,paid
T3937,C100413,2024-11-09 15:35:00,savings,30.53,0.0,entertainment,False,COMPLETED,HCMC,paid
T4463,C100477,2024-11-09 18:02:00,savings,89.24,0.0,entertainment,False,COMPLETED,CanTho,paid
T325,C100037,2024-11-09 18:04:00,transfer,78.88,0.16,education,True,COMPLETED,DaNang,paid
T4520,C100481,2024-11-09 18:22:00,invest,33.82,0.02,utilities,False,COMPLETED,Hanoi,organic
T1383,C100157,2024-11-09 18:57:00,bill_pay,70.15,0.21,education,True,COMPLETED,Hanoi,referral
T3739,C100391,2024-11-09 19:06:00,transfer,19.43,0.04,health,True,COMPLETED,HCMC,organic
T1619,C100180,2024-11-09 20:26:00,savings,74.04,0.0,groceries,True,COMPLETED,HCMC,paid
T1022,C100117,2024-11-10 09:12:00,pay,85.58,0.43,education,True,COMPLETED,HCMC,organic
T4454,C100475,2024-11-10 10:19:00,invest,31.57,0.02,fashion,True,COMPLETED,HCMC,paid
T4541,C100484,2024-11-10 11:55:00,topup,26.9,0.03,utilities,False,COMPLETED,HCMC,referral
T3684,C100389,2024-11-10 12:04:00,savings,31.6,0.0,electronics,True,COMPLETED,Hanoi,referral
T483,C100046,2024-11-10 15:11:00,pay,14.34,0.07,transport,True,COMPLETED,Hanoi,organic
T1617,C100180,2024-11-10 17:52:00,transfer,12.11,0.02,other,False,COMPLETED,HCMC,paid
T300,C100036,2024-11-10 18:59:00,bill_pay,34.26,0.1,entertainment,False,COMPLETED,Hanoi,campaign
T639,C100066,2024-11-10 19:06:00,transfer,92.7,0.19,education,True,COMPLETED,HCMC,referral
T4708,C100501,2024-11-10 20:36:00,transfer,67.83,0.14,entertainment,True,COMPLETED,HCMC,organic
T2239,C100256,2024-11-11 10:46:00,pay,24.28,0.12,groceries,False,COMPLETED,HCMC,organic
T1459,C100167,2024-11-11 11:13:00,pay,33.63,0.17,entertainment,True,COMPLETED,DaNang,paid
T4315,C100452,2024-11-11 12:21:00,pay,35.72,0.18,fashion,False,COMPLETED,Hanoi,organic
T1952,C100219,2024-11-11 12:47:00,pay,54.1,0.27,utilities,False,FAILED,CanTho,paid
T2932,C100310,2024-11-11 13:42:00,savings,154.65,0.0,entertainment,False,COMPLETED,HCMC,paid
T3112,C100330,2024-11-11 15:38:00,savings,19.4,0.0,utilities,False,COMPLETED,CanTho,paid
T4324,C100452,2024-11-11 15:58:00,bill_pay,17.22,0.05,transport,False,COMPLETED,Hanoi,organic
T2412,C100268,2024-11-11 16:50:00,transfer,25.87,0.05,utilities,False,COMPLETED,Hanoi,referral
T2378,C100266,2024-11-11 17:57:00,pay,29.27,0.15,electronics,True,COMPLETED,Hanoi,organic
T4662,C100497,2024-11-11 19:18:00,transfer,16.96,0.03,groceries,True,FAILED,HaiPhong,organic
T1805,C100204,2024-11-11 20:15:00,pay,22.38,0.11,entertainment,True,COMPLETED,Hanoi,campaign
T1625,C100184,2024-11-11 20:21:00,pay,107.05,0.54,transport,True,COMPLETED,HaiPhong,organic
T3484,C100366,2024-11-11 20:31:00,pay,51.49,0.26,groceries,False,COMPLETED,Hanoi,organic
T131,C100021,2024-11-12 09:38:00,pay,5.75,0.03,utilities,False,COMPLETED,Hanoi,campaign
T3468,C100366,2024-11-12 10:54:00,transfer,17.38,0.03,electronics,True,COMPLETED,Hanoi,organic
T2807,C100299,2024-11-12 12:37:00,savings,16.44,0.0,fashion,False,COMPLETED,HCMC,organic
T1140,C100128,2024-11-12 12:44:00,transfer,29.96,0.06,transport,False,COMPLETED,HCMC,organic
T2151,C100245,2024-11-12 12:48:00,savings,20.3,0.0,groceries,False,COMPLETED,HCMC,organic
T4047,C100422,2024-11-12 13:16:00,savings,57.18,0.0,utilities,False,COMPLETED,Hanoi,organic
T4028,C100420,2024-11-12 13:30:00,savings,11.96,0.0,fashion,False,COMPLETED,HCMC,organic
T546,C100053,2024-11-12 14:49:00,transfer,9.66,0.02,health,False,COMPLETED,Hanoi,paid
T4388,C100460,2024-11-12 15:08:00,transfer,64.77,0.13,utilities,False,COMPLETED,HCMC,organic
T4223,C100440,2024-11-12 17:44:00,savings,13.95,0.0,fashion,False,COMPLETED,CanTho,campaign
T2342,C100264,2024-11-12 18:21:00,transfer,50.77,0.1,education,True,COMPLETED,HCMC,organic
T4154,C100435,2024-11-12 20:29:00,pay,21.22,0.11,groceries,True,COMPLETED,Hanoi,paid
T2078,C100237,2024-11-13 09:33:00,transfer,22.1,0.04,entertainment,False,FAILED,HCMC,campaign
T3231,C100341,2024-11-13 10:25:00,transfer,15.48,0.03,food_delivery,True,COMPLETED,Hanoi,organic
T4628,C100495,2024-11-13 11:04:00,transfer,14.84,0.03,transport,True,COMPLETED,Hanoi,organic
T4716,C100503,2024-11-13 11:49:00,transfer,10.41,0.02,electronics,False,COMPLETED,Hanoi,organic
T4031,C100420,2024-11-13 13:26:00,pay,66.18,0.33,transport,False,COMPLETED,HCMC,organic
T3431,C100363,2024-11-13 14:15:00,bill_pay,20.25,0.06,health,True,COMPLETED,HCMC,paid
T3860,C100404,2024-11-13 14:24:00,savings,17.56,0.0,other,True,COMPLETED,HCMC,organic
T1823,C100205,2024-11-13 14:26:00,transfer,43.01,0.09,transport,True,COMPLETED,HCMC,organic
T826,C100088,2024-11-13 14:38:00,pay,21.33,0.11,transport,True,COMPLETED,HCMC,organic
T1736,C100198,2024-11-13 17:08:00,savings,21.34,0.0,groceries,True,COMPLETED,DaNang,organic
T2810,C100299,2024-11-13 20:48:00,bill_pay,18.52,0.06,groceries,True,COMPLETED,HCMC,organic
T820,C100086,2024-11-13 20:57:00,topup,14.64,0.01,food_delivery,False,COMPLETED,HCMC,organic
T1883,C100209,2024-11-14 09:00:00,transfer,4.03,0.01,groceries,False,COMPLETED,CanTho,organic
T3347,C100354,2024-11-14 09:35:00,pay,13.29,0.07,fashion,True,COMPLETED,HCMC,paid
T4206,C100438,2024-11-14 10:08:00,pay,86.61,0.43,fashion,True,COMPLETED,HCMC,paid
T3018,C100320,2024-11-14 11:27:00,savings,11.65,0.0,food_delivery,False,COMPLETED,CanTho,organic
T865,C100093,2024-11-14 11:58:00,invest,23.28,0.01,food_delivery,True,COMPLETED,Hanoi,organic
T3984,C100418,2024-11-14 13:28:00,transfer,10.73,0.02,health,True,COMPLETED,CanTho,campaign
T3572,C100374,2024-11-14 15:16:00,transfer,27.53,0.06,entertainment,True,COMPLETED,Hanoi,referral
T3524,C100370,2024-11-14 17:20:00,savings,22.42,0.0,other,False,COMPLETED,Hanoi,organic
T1348,C100154,2024-11-14 17:32:00,pay,27.38,0.14,other,False,COMPLETED,Hanoi,organic
T1915,C100216,2024-11-14 17:53:00,transfer,18.34,0.04,entertainment,False,COMPLETED,HCMC,organic
T1764,C100202,2024-11-14 18:07:00,savings,66.5,0.0,food_delivery,False,COMPLETED,CanTho,organic
T3189,C100338,2024-11-14 18:24:00,pay,108.99,0.54,education,False,COMPLETED,HCMC,paid
T1268,C100140,2024-11-14 18:41:00,pay,35.91,0.18,entertainment,True,COMPLETED,HaiPhong,paid
T2767,C100298,2024-11-15 09:27:00,topup,35.7,0.04,health,False,COMPLETED,DaNang,organic
T2483,C100271,2024-11-15 09:54:00,pay,18.38,0.09,groceries,True,COMPLETED,HCMC,paid
T2774,C100298,2024-11-15 10:24:00,pay,25.78,0.13,groceries,False,COMPLETED,DaNang,organic
T1263,C100138,2024-11-15 12:58:00,savings,50.06,0.0,food_delivery,False,COMPLETED,Hanoi,organic
T2816,C100301,2024-11-15 15:22:00,savings,18.59,0.0,transport,True,COMPLETED,HCMC,organic
T2565,C100278,2024-11-15 15:56:00,transfer,58.14,0.12,entertainment,False,COMPLETED,HCMC,paid
T452,C100044,2024-11-15 16:56:00,pay,22.73,0.11,fashion,False,COMPLETED,Hanoi,organic
T877,C100094,2024-11-15 17:48:00,pay,48.91,0.24,other,False,COMPLETED,CanTho,paid
T2337,C100263,2024-11-15 19:10:00,transfer,20.0,0.04,groceries,False,COMPLETED,HCMC,organic
T1898,C100210,2024-11-15 19:21:00,pay,82.73,0.41,food_delivery,True,COMPLETED,Hanoi,paid
T4127,C100429,2024-11-15 20:05:00,invest,60.72,0.03,electronics,True,COMPLETED,HaiPhong,referral
T1733,C100198,2024-11-16 09:01:00,pay,25.17,0.13,electronics,True,COMPLETED,DaNang,organic
T2359,C100265,2024-11-16 11:49:00,savings,33.41,0.0,food_delivery,True,COMPLETED,Hanoi,organic
T3477,C100366,2024-11-16 12:05:00,transfer,52.23,0.1,transport,False,COMPLETED,Hanoi,organic
T3051,C100327,2024-11-16 12:53:00,pay,58.13,0.29,food_delivery,True,COMPLETED,Hanoi,organic
T2488,C100272,2024-11-16 14:01:00,pay,93.83,0.47,fashion,False,COMPLETED,Hanoi,referral
T3069,C100328,2024-11-16 14:05:00,bill_pay,40.45,0.12,electronics,False,COMPLETED,Hanoi,paid
T3416,C100360,2024-11-16 16:06:00,pay,27.47,0.14,utilities,True,COMPLETED,HaiPhong,campaign
T1543,C100173,2024-11-16 17:27:00,savings,8.07,0.0,health,False,COMPLETED,HCMC,organic
T3255,C100343,2024-11-16 18:33:00,pay,32.38,0.16,transport,True,COMPLETED,Hanoi,campaign
T1600,C100179,2024-11-16 20:13:00,pay,57.15,0.29,entertainment,False,COMPLETED,HCMC,paid
T3344,C100354,2024-11-17 10:01:00,pay,16.09,0.08,fashion,True,COMPLETED,HCMC,paid
T2978,C100313,2024-11-17 10:04:00,bill_pay,25.95,0.08,food_delivery,False,COMPLETED,DaNang,organic
T2542,C100277,2024-11-17 10:26:00,pay,52.15,0.26,food_delivery,True,COMPLETED,Hanoi,referral
T4112,C100427,2024-11-17 11:14:00,bill_pay,43.97,0.13,fashion,False,COMPLETED,HCMC,paid
T545,C100053,2024-11-17 11:45:00,transfer,17.9,0.04,food_delivery,False,COMPLETED,Hanoi,paid
T661,C100068,2024-11-17 11:47:00,pay,104.24,0.52,fashion,True,COMPLETED,HCMC,organic
T4221,C100440,2024-11-17 12:38:00,pay,24.62,0.12,transport,False,COMPLETED,CanTho,campaign
T2836,C100304,2024-11-17 13:47:00,savings,81.04,0.0,transport,False,COMPLETED,HCMC,organic
T3412,C100360,2024-11-17 13:54:00,invest,18.87,0.01,fashion,False,COMPLETED,HaiPhong,campaign
T2357,C100264,2024-11-17 15:23:00,pay,76.33,0.38,groceries,True,COMPLETED,HCMC,organic
T2684,C100293,2024-11-17 15:35:00,pay,81.45,0.41,other,False,COMPLETED,Hanoi,paid
T801,C100085,2024-11-17 16:18:00,pay,27.2,0.14,health,False,COMPLETED,HCMC,organic
T3260,C100343,2024-11-17 18:44:00,savings,18.11,0.0,utilities,True,COMPLETED,Hanoi,campaign
T3642,C100385,2024-11-17 19:20:00,savings,20.41,0.0,entertainment,False,COMPLETED,Hanoi,referral
T3822,C100402,2024-11-17 20:26:00,transfer,98.36,0.2,fashion,False,COMPLETED,Hanoi,paid
T2300,C100258,2024-11-17 20:29:00,transfer,26.5,0.05,utilities,True,COMPLETED,HCMC,paid
T1006,C100115,2024-11-18 09:09:00,savings,14.64,0.0,electronics,False,COMPLETED,HCMC,referral
T477,C100045,2024-11-18 09:51:00,pay,40.59,0.2,entertainment,False,COMPLETED,CanTho,paid
T3394,C100359,2024-11-18 11:06:00,pay,37.2,0.19,groceries,False,COMPLETED,Hanoi,organic
T1799,C100204,2024-11-18 15:53:00,pay,19.06,0.1,utilities,True,COMPLETED,Hanoi,campaign
T2869,C100307,2024-11-18 16:35:00,pay,26.86,0.13,transport,False,COMPLETED,HCMC,organic
T2516,C100275,2024-11-18 18:06:00,pay,9.34,0.05,utilities,False,COMPLETED,Hanoi,paid
T3278,C100346,2024-11-18 20:13:00,pay,29.0,0.14,electronics,True,COMPLETED,HCMC,organic
T3637,C100385,2024-11-19 10:17:00,topup,26.15,0.03,fashion,True,COMPLETED,Hanoi,referral
T689,C100072,2024-11-19 10:55:00,transfer,9.75,0.02,other,False,COMPLETED,HCMC,organic
T3514,C100369,2024-11-19 13:47:00,savings,104.41,0.0,food_delivery,False,COMPLETED,HCMC,paid
T3155,C100334,2024-11-19 14:55:00,transfer,16.83,0.03,entertainment,True,COMPLETED,HCMC,organic
T1338,C100154,2024-11-19 15:25:00,pay,23.12,0.12,electronics,False,COMPLETED,Hanoi,organic
T3687,C100389,2024-11-19 16:34:00,savings,27.62,0.0,utilities,True,COMPLETED,Hanoi,referral
T330,C100037,2024-11-19 17:57:00,pay,155.39,0.78,groceries,False,COMPLETED,DaNang,paid
T4571,C100486,2024-11-19 18:26:00,transfer,11.39,0.02,other,True,COMPLETED,HCMC,paid
T3886,C100405,2024-11-19 18:38:00,bill_pay,12.48,0.04,entertainment,False,COMPLETED,HCMC,campaign
T3449,C100364,2024-11-19 19:01:00,pay,40.77,0.2,health,False,COMPLETED,DaNang,referral
T1231,C100133,2024-11-19 20:37:00,pay,28.71,0.14,utilities,False,COMPLETED,Hanoi,referral
T515,C100048,2024-11-20 09:37:00,savings,76.82,0.0,other,True,COMPLETED,HCMC,organic
T1667,C100190,2024-11-20 10:19:00,savings,31.36,0.0,utilities,True,COMPLETED,CanTho,referral
T4243,C100440,2024-11-20 10:51:00,transfer,86.89,0.17,food_delivery,True,COMPLETED,CanTho,campaign
T3976,C100415,2024-11-20 11:14:00,pay,55.83,0.28,transport,False,COMPLETED,HCMC,organic
T2439,C100269,2024-11-20 11:59:00,transfer,26.18,0.05,fashion,False,COMPLETED,Hanoi,organic
T3521,C100369,2024-11-20 13:21:00,transfer,28.16,0.06,education,True,COMPLETED,HCMC,paid
T3816,C100400,2024-11-20 14:25:00,transfer,12.9,0.03,other,True,COMPLETED,Hanoi,organic
T1315,C100144,2024-11-20 14:35:00,transfer,31.38,0.06,transport,False,COMPLETED,HCMC,organic
T4761,C100512,2024-11-20 15:57:00,invest,64.16,0.03,food_delivery,True,COMPLETED,HCMC,campaign
T248,C100032,2024-11-20 16:44:00,savings,126.3,0.0,health,False,COMPLETED,Hanoi,paid
T4735,C100505,2024-11-20 17:59:00,transfer,40.76,0.08,fashion,False,COMPLETED,HCMC,organic
T3353,C100354,2024-11-20 20:10:00,pay,31.5,0.16,education,False,COMPLETED,HCMC,paid
