order_date,order_id,pickup_district,dropoff_district,distance,parent_service_id,hour,service,pooling_internal,total_pooling,region,label,driver_fee,first_pooling,last_pooling,cod,partner_fee,buoi,weekday_number,demand
7/19/2025,25BY2S2E,Quận Tân Bình,Quận 2,14.04,SGN-SAMEDAY-INTERNAL,8,SAMEPRICE,1,1,SGN,INTERNAL,25810.29,11,11,0,25000,morning,7,68
7/19/2025,25BDVCW9,Quận 8,Quận 12,17.3,SGN-SAMEDAY-INTERNAL,10,SAMEPRICE,2,2,SGN,INTERNAL,21707.6,29,45,410000,26000,morning,7,37
7/19/2025,25BAB6S0,Huyện Bình Chánh,Quận Gò Vấp,21.13,SGN-SAMEDAY-INTERNAL,10,SAMEPRICE,2,2,SGN,INTERNAL,33334.29,43,58,0,31000,morning,7,42
7/19/2025,2557692Q,Quận 12,Huyện Bình Chánh,20.45,SGN-POOL,12,SAMEPRICE,0,1,SGN,POOL,91000,90,90,0,28000,morning,7,67
7/19/2025,25IHZW85,Huyện Bình Chánh,Quận 6,8.56,SGN-POOL,14,SAMEPRICE,1,2,SGN,POOL,40000,37,91,0,26000,afternoon,7,25
7/19/2025,259IXJI0,Huyện Bình Chánh,Quận 4,17.07,SGN-SAMEDAY-INTERNAL,10,SAMEPRICE,1,1,SGN,INTERNAL,31381.14,64,64,200000,26000,morning,7,42
7/19/2025,25RRBNCA,Quận 11,Huyện Bình Chánh,12.72,SGN-SAMEDAY-INTERNAL,13,SAMEPRICE,1,1,SGN,INTERNAL,28245.5,33,33,580000,25000,afternoon,7,14
7/19/2025,252A8ADC,Quận 11,Quận Thủ Đức,16.02,SGN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,SGN,INTERNAL,40202.86,9,9,0,38000,morning,7,12
7/19/2025,25FOFTWW,Quận 3,Quận Thủ Đức,15.09,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,1,1,SGN,INTERNAL,29745.71,9,9,0,26000,afternoon,7,27
7/19/2025,251OQV56,Quận Bình Thạnh,Quận 7,10.87,SGN-SAMEDAY-INTERNAL,16,SAMEDAY,2,2,SGN,INTERNAL,33588.57,5,19,0,35000,afternoon,7,14
7/19/2025,259ZSWZX,Quận 5,Quận 1,5.11,SGN-SAMEDAY-INTERNAL,13,SAMEPRICE,1,1,SGN,INTERNAL,24819,20,20,0,26000,afternoon,7,16
7/19/2025,25SM2PO9,Quận 5,Quận Bình Thạnh,8.3,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,2,2,SGN,INTERNAL,36777.6,22,66,0,26000,afternoon,7,19
7/19/2025,25DDRX90,Quận 1,Quận Tân Bình,6.55,SGN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,SGN,INTERNAL,27601.14,15,15,199000,25000,morning,7,37
7/19/2025,25M8WXDY,Quận 1,Quận Bình Thạnh,6.39,SGN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,SGN,INTERNAL,23276.5,12,12,829000,25000,morning,7,37
7/19/2025,25EKJ4Y0,Quận 1,Huyện Bình Chánh,13.1,SGN-POOL,9,SAMEPRICE,1,2,SGN,POOL,59000,90,98,0,26000,morning,7,37
7/19/2025,25GFNGB3,Quận 1,Quận Bình Thạnh,7.05,SGN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,SGN,INTERNAL,23276.5,35,35,397000,25000,morning,7,37
7/19/2025,25MZG2VF,Quận 1,Quận Tân Bình,6.17,SGN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,SGN,INTERNAL,24844.5,31,31,146000,25000,morning,7,37
7/19/2025,25UNEBCU,Quận 1,Quận Gò Vấp,10.65,SGN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,SGN,INTERNAL,42490.4,10,10,0,35000,afternoon,7,18
7/19/2025,25AL3LOH,Quận 12,Quận 12,3.84,SGN-SAMEDAY-INTERNAL,8,SAMEPRICE,1,1,SGN,INTERNAL,29026.5,2,2,164000,26000,morning,7,100
7/19/2025,25DR47SS,Quận 12,Huyện Bình Chánh,10.68,SGN-SAMEDAY-INTERNAL,14,SAMEDAY,1,1,SGN,INTERNAL,35601.14,6,6,314000,35000,afternoon,7,99
7/19/2025,25USQOLK,Quận Tân Bình,Quận Gò Vấp,7.99,SGN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,SGN,INTERNAL,26587.5,2,2,319000,24000,morning,7,68
7/19/2025,25D03VJR,Quận Tân Bình,Quận Thủ Đức,10.81,SGN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,SGN,INTERNAL,35307.43,4,4,530000,35000,afternoon,7,45
7/19/2025,25LW2Q3C,Quận Tân Bình,Quận 2,12.55,SGN-SAMEDAY-INTERNAL,11,SAMEPRICE,1,1,SGN,INTERNAL,23163.1,3,3,668000,25000,morning,7,61
7/19/2025,25INQYBU,Quận Tân Bình,Quận 2,13.97,SGN-SAMEDAY-INTERNAL,8,SAMEPRICE,1,1,SGN,INTERNAL,28416,18,18,200000,25000,morning,7,68
7/19/2025,25B1C4JU,Quận 3,Quận 12,10.53,SGN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,SGN,INTERNAL,34588.5,8,8,0,35000,afternoon,7,30
7/19/2025,2578R69T,Quận Thủ Đức,Quận 9,7.89,SGN-SAMEDAY-INTERNAL,13,SAMEPRICE,1,1,SGN,INTERNAL,27304,33,33,0,26000,afternoon,7,48
7/19/2025,256OWC0M,Quận Thủ Đức,Quận 1,11.88,SGN-SAMEDAY-INTERNAL,10,SAMEPRICE,1,1,SGN,INTERNAL,31488.5,25,25,0,26000,morning,7,61
7/19/2025,25BHWS4Z,Quận 8,Quận Bình Thạnh,12.21,SGN-SAMEDAY-INTERNAL,15,SAMEDAY,1,1,SGN,INTERNAL,36718.71,25,25,0,35000,afternoon,7,36
7/19/2025,25VFCOLI,Quận Bình Thạnh,Quận Thủ Đức,9.59,SGN-SAMEDAY-INTERNAL,15,SAMEPRICE,1,1,SGN,INTERNAL,28046.86,3,3,0,26000,afternoon,7,47
7/19/2025,25D9V68X,Quận 11,Quận Thủ Đức,19.18,SGN-SAMEDAY-INTERNAL,13,SAMEPRICE,2,2,SGN,INTERNAL,26838.22,56,76,0,26000,afternoon,7,14
7/19/2025,25AOEV5D,Quận 1,Quận Thủ Đức,14.04,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,1,1,SGN,INTERNAL,26838.22,17,17,0,26000,afternoon,7,16
7/19/2025,255QUUAK,Quận 5,Quận 9,14.68,SGN-POOL,16,SAMEDAY,0,1,SGN,POOL,66000,40,40,0,35000,afternoon,7,6
7/19/2025,25NASU7U,Quận Bình Thạnh,Quận 8,13.38,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,1,1,SGN,INTERNAL,32232,12,12,0,26000,afternoon,7,59
7/19/2025,25JZV2TG,Quận Tân Bình,Quận Thủ Đức,17.9,SGN-SAMEDAY-INTERNAL,15,SAMEDAY,1,1,SGN,INTERNAL,42202.86,6,6,0,41000,afternoon,7,44
7/19/2025,2502T4R3,Quận Gò Vấp,Quận 7,14.12,SGN-SAMEDAY-INTERNAL,15,SAMEPRICE,1,1,SGN,INTERNAL,26710,41,41,900000,26000,afternoon,7,69
7/19/2025,25YE2LUR,Quận 11,Quận 9,21.49,SGN-SAMEDAY-INTERNAL,10,SAMEPRICE,1,1,SGN,INTERNAL,36160.8,83,83,220000,31000,morning,7,16
7/19/2025,25ELO32O,Quận 11,Quận 3,4.74,SGN-POOL,10,SAMEDAY,1,2,SGN,POOL,23000,36,75,590000,22000,morning,7,16
7/19/2025,25OXKWAB,Quận 12,Quận Tân Phú,6.64,SGN-SAMEDAY-INTERNAL,9,SAMEDAY,2,2,SGN,INTERNAL,22601.33,15,40,100000,25000,morning,7,114
7/19/2025,25TW4BHV,Quận Gò Vấp,Quận Bình Thạnh,10.25,SGN-SAMEDAY-INTERNAL,10,SAMEPRICE,1,1,SGN,INTERNAL,28177.5,4,4,700000,26000,morning,7,109
7/19/2025,255GJ4OM,Quận Gò Vấp,Quận Thủ Đức,13.86,SGN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,SGN,INTERNAL,32067.56,44,44,0,33000,morning,7,102
7/19/2025,2508PBCE,Quận Gò Vấp,Quận 3,11.24,SGN-SAMEDAY-INTERNAL,8,SAMEPRICE,1,1,SGN,INTERNAL,25008,40,40,900000,26000,morning,7,102
7/19/2025,258N7K9G,Quận 12,Quận 6,15.43,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,2,2,SGN,INTERNAL,25283.11,0,4,0,26000,afternoon,7,99
7/19/2025,25JLKQQ4,Quận Tân Bình,Quận Gò Vấp,8.57,SGN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,SGN,INTERNAL,28258,14,14,204000,24000,morning,7,61
7/19/2025,259ITI1D,Quận 8,Quận 6,6.68,SGN-SAMEDAY-INTERNAL,15,SAMEPRICE,1,1,SGN,INTERNAL,29506,46,46,0,26000,afternoon,7,36
7/19/2025,25E4ZRKV,Huyện Hóc Môn,Quận Bình Thạnh,16.25,SGN-SAMEDAY-INTERNAL,13,SAMEPRICE,1,1,SGN,INTERNAL,28599.38,71,71,0,26000,afternoon,7,28
7/19/2025,254KYIXK,Quận 8,Quận 11,7.28,SGN-SAMEDAY-INTERNAL,12,SAMEPRICE,1,1,SGN,INTERNAL,25340.44,20,20,0,26000,morning,7,43
7/19/2025,25U084MO,Quận 8,Quận 10,9.4,SGN-SAMEDAY-INTERNAL,15,SAMEPRICE,1,1,SGN,INTERNAL,27718.71,11,11,0,26000,afternoon,7,36
7/19/2025,25P0KWTJ,Quận Tân Bình,Quận 6,6.26,SGN-SAMEDAY-INTERNAL,12,SAMEPRICE,1,1,SGN,INTERNAL,40104,0,0,0,26000,morning,7,52
7/19/2025,25TYAT3A,Quận Tân Phú,Quận 2,15.39,SGN-SAMEDAY-INTERNAL,10,SAMEPRICE,1,1,SGN,INTERNAL,34682.4,37,37,0,26000,morning,7,76
7/19/2025,25JNZVAC,Quận 5,Quận Thủ Đức,14.19,SGN-SAMEDAY-INTERNAL,15,SAMEPRICE,1,1,SGN,INTERNAL,36777.6,3,3,0,26000,afternoon,7,16
7/19/2025,25CKL7WT,Quận 12,Quận 8,16.86,SGN-SAMEDAY-INTERNAL,10,SAMEPRICE,2,2,SGN,INTERNAL,31932.67,5,24,0,26000,morning,7,102
7/19/2025,25G5QKT9,Quận Bình Tân,Quận Phú Nhuận,10.56,SGN-SAMEDAY-INTERNAL,11,SAMEPRICE,1,1,SGN,INTERNAL,24623.56,20,20,0,25000,morning,7,83
7/19/2025,25H565VF,Quận 7,Quận 10,9.13,SGN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,SGN,INTERNAL,22528,15,15,0,25000,morning,7,73
7/19/2025,25XX00GS,Quận 7,Quận Thủ Đức,19.72,SGN-SAMEDAY-INTERNAL,9,SAMEPRICE,1,1,SGN,INTERNAL,27275.86,18,18,0,26000,morning,7,73
7/19/2025,2545AV87,Quận 11,Quận 12,15.7,SGN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,SGN,INTERNAL,37994,17,17,0,38000,morning,7,21
7/19/2025,25560DOR,Quận Tân Bình,Quận 7,9.6,SGN-SAMEDAY-INTERNAL,9,SAMEPRICE,1,1,SGN,INTERNAL,25008,7,7,0,26000,morning,7,81
7/19/2025,25IOPWJY,Quận 12,Quận 10,11.59,SGN-SAMEDAY-INTERNAL,15,SAMEDAY,1,1,SGN,INTERNAL,37135,2,2,230000,35000,afternoon,7,61
7/19/2025,25RUWGQS,Quận 12,Quận Phú Nhuận,10.07,SGN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,SGN,INTERNAL,35444.88,11,11,230000,35000,afternoon,7,77
7/19/2025,25GFDMI6,Quận 10,Huyện Hóc Môn,17.41,SGN-SAMEDAY-INTERNAL,10,SAMEPRICE,1,1,SGN,INTERNAL,29151.43,4,4,0,25000,morning,7,35
7/19/2025,2545L7TC,Quận 12,Quận Tân Bình,8.48,SGN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,SGN,INTERNAL,28730,33,33,0,25000,morning,7,100
7/19/2025,25JNBYX4,Quận 9,Huyện Hóc Môn,26.73,SGN-SAMEDAY-INTERNAL,13,SAMEPRICE,1,1,SGN,INTERNAL,56929.33,44,44,0,53000,afternoon,7,29
7/19/2025,25LT5FCC,Quận Gò Vấp,Quận Thủ Đức,10.95,SGN-SAMEDAY-INTERNAL,14,SAMEDAY,1,1,SGN,INTERNAL,34802.86,24,24,480000,35000,afternoon,7,96
7/19/2025,25ZGZS4L,Quận 1,Quận Bình Thạnh,5.77,SGN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,SGN,INTERNAL,25637.71,0,0,0,27000,morning,7,20
7/19/2025,25COZQ1L,Quận Thủ Đức,Quận 10,11.58,SGN-SAMEDAY-INTERNAL,12,SAMEPRICE,1,1,SGN,INTERNAL,27135,73,73,300000,25000,morning,7,46
7/19/2025,25MSB733,Quận Tân Bình,Huyện Bình Chánh,9.97,SGN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,SGN,INTERNAL,26901,54,54,0,24000,morning,7,68
7/19/2025,25D9CA83,Quận 12,Quận Tân Bình,10.49,SGN-SAMEDAY-INTERNAL,13,SAMEDAY,2,2,SGN,INTERNAL,35725.71,11,27,0,35000,afternoon,7,77
7/19/2025,25JU7PLV,Quận Bình Thạnh,Quận 5,8.96,SGN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,SGN,INTERNAL,28879.86,21,21,185000,26000,morning,7,51
7/19/2025,25KI0Z3D,Quận Gò Vấp,Quận Bình Tân,11.87,SGN-SAMEDAY-INTERNAL,8,SAMEPRICE,1,1,SGN,INTERNAL,27211.5,9,9,0,26000,morning,7,102
7/19/2025,2555Z72Q,Quận 9,Quận 6,27.55,SGN-POOL,12,SAMEPRICE,0,1,SGN,POOL,122000,92,92,0,57000,morning,7,25
7/19/2025,25UBATXK,Huyện Hóc Môn,Quận 2,24.08,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,1,1,SGN,INTERNAL,44245.33,41,41,455000,42000,afternoon,7,30
7/19/2025,257A7V3L,Quận Thủ Đức,Quận 3,15.46,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,1,1,SGN,INTERNAL,32058.29,60,60,0,26000,afternoon,7,42
7/19/2025,25Z5B2NQ,Quận 8,Quận Bình Tân,10.45,SGN-SAMEDAY-INTERNAL,15,SAMEPRICE,1,1,SGN,INTERNAL,24086,21,21,0,26000,afternoon,7,36
7/19/2025,25YKNDHU,Quận Gò Vấp,Quận Tân Phú,11.2,SGN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,SGN,INTERNAL,38249.71,31,31,0,35000,afternoon,7,106
7/19/2025,25CZI7LT,Quận 12,Quận Bình Tân,20.02,SGN-SAMEDAY-INTERNAL,15,SAMEPRICE,1,1,SGN,INTERNAL,35622.4,22,22,0,26000,afternoon,7,61
7/19/2025,25U3L5X8,Quận 12,Huyện Bình Chánh,14.12,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,2,2,SGN,INTERNAL,34622.4,53,87,125000,26000,afternoon,7,99
7/19/2025,25OBQOKG,Quận Gò Vấp,Quận Bình Tân,14.41,SGN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,SGN,INTERNAL,34211.5,14,14,0,33000,morning,7,102
7/19/2025,25PGA40M,Quận 9,Quận 2,4.85,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,2,2,SGN,INTERNAL,28486,0,30,0,25000,afternoon,7,27
7/19/2025,25NWUI0O,Quận Bình Thạnh,Quận Tân Bình,7.41,SGN-SAMEDAY-INTERNAL,13,SAMEPRICE,1,1,SGN,INTERNAL,32734.67,15,15,0,26000,afternoon,7,77
7/19/2025,25JBQGPC,Quận Tân Bình,Quận Bình Tân,8.84,SGN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,SGN,INTERNAL,27650.67,1,1,0,27000,afternoon,7,45
7/19/2025,25AE7R9F,Quận 9,Quận Phú Nhuận,18.74,SGN-POOL,11,SAMEPRICE,0,1,SGN,POOL,84000,93,93,0,26000,morning,7,34
7/19/2025,253D1B2Y,Quận Tân Phú,Quận Thủ Đức,16.64,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,1,1,SGN,INTERNAL,28301.33,44,44,0,26000,afternoon,7,54
7/19/2025,25MPZBYQ,Quận Bình Tân,Quận 7,11.08,SGN-SAMEDAY-INTERNAL,15,SAMEPRICE,1,1,SGN,INTERNAL,27009.71,13,13,170000,26000,afternoon,7,62
7/19/2025,25PS36V5,Quận Thủ Đức,Quận Bình Tân,22.66,SGN-SAMEDAY-INTERNAL,12,SAMEPRICE,1,1,SGN,INTERNAL,37184,71,71,0,37000,morning,7,46
7/19/2025,25DYGTDK,Quận Thủ Đức,Huyện Hóc Môn,20.62,SGN-POOL,12,SAMEPRICE,0,1,SGN,POOL,92000,92,92,638000,29000,morning,7,46
7/19/2025,258Z74BF,Quận 5,Quận 2,12.06,SGN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,SGN,INTERNAL,39236.8,23,23,0,32000,morning,7,11
7/19/2025,25TCNH6N,Quận Phú Nhuận,Quận 2,8.48,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,1,1,SGN,INTERNAL,27401.71,9,9,0,26000,afternoon,7,22
7/19/2025,25NCIB51,Quận Bình Tân,Quận 8,7.36,SGN-SAMEDAY-INTERNAL,13,SAMEPRICE,1,1,SGN,INTERNAL,24110.56,18,18,330000,26000,afternoon,7,103
7/19/2025,25HX5A42,Quận 6,Huyện Bình Chánh,9.3,SGN-SAMEDAY-INTERNAL,15,SAMEPRICE,1,1,SGN,INTERNAL,32235.33,3,3,190000,26000,afternoon,7,15
7/19/2025,251CYJEY,Quận Thủ Đức,Quận 7,16.92,SGN-POOL,10,SAMEPRICE,0,1,SGN,POOL,76000,94,94,180000,25000,morning,7,61
7/19/2025,25TJ5CEJ,Quận 5,Huyện Hóc Môn,17.49,SGN-SAMEDAY-INTERNAL,12,SAMEPRICE,2,2,SGN,INTERNAL,26328,26,60,0,26000,morning,7,31
7/19/2025,25ZS2FP4,Quận 5,Quận Bình Tân,9.27,SGN-SAMEDAY-INTERNAL,10,SAMEDAY,6,6,SGN,INTERNAL,40837.33,5,94,0,25000,morning,7,27
7/19/2025,2557IMF9,Quận 10,Quận Thủ Đức,11.6,SGN-SAMEDAY-INTERNAL,9,SAMEPRICE,1,1,SGN,INTERNAL,31856.67,19,19,250000,26000,morning,7,32
7/19/2025,25HH17YN,Quận 12,Quận Tân Bình,10.74,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,1,1,SGN,INTERNAL,28599.38,12,12,0,25000,afternoon,7,99
7/19/2025,25KK3VWI,Quận Bình Thạnh,Quận 7,10.3,SGN-SAMEDAY-INTERNAL,15,SAMEDAY,1,1,SGN,INTERNAL,35655.43,28,28,0,35000,afternoon,7,47
7/19/2025,2548UI2A,Quận 4,Quận 8,8.21,SGN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,SGN,INTERNAL,46010,76,76,130000,25000,morning,7,13
7/19/2025,25GNLCLV,Quận Bình Thạnh,Quận 12,10.89,SGN-SAMEDAY-INTERNAL,11,SAMEDAY,2,2,SGN,INTERNAL,42081.6,35,54,0,33000,morning,7,64
7/19/2025,25OH7FEU,Quận Thủ Đức,Quận 4,14.84,SGN-SAMEDAY-INTERNAL,7,SAMEPRICE,1,1,SGN,INTERNAL,24483.11,54,54,270000,25000,morning,7,23
7/19/2025,25ZPT4RT,Quận Tân Phú,Quận Thủ Đức,18.57,SGN-SAMEDAY-INTERNAL,15,SAMEDAY,2,2,SGN,INTERNAL,46322.67,27,42,435000,41000,afternoon,7,42
7/19/2025,25ZHW4LZ,Quận Tân Bình,Quận 7,15.29,SGN-SAMEDAY-INTERNAL,8,SAMEPRICE,1,1,SGN,INTERNAL,30975.33,13,13,0,26000,morning,7,68
7/19/2025,25124QTB,Quận 5,Quận Bình Tân,7.64,SGN-SAMEDAY-INTERNAL,10,SAMEDAY,1,1,SGN,INTERNAL,23723.43,56,56,0,24000,morning,7,27
7/19/2025,25HJS8L8,Quận Bình Thạnh,Quận Tân Phú,12.19,SGN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,SGN,INTERNAL,31694.67,15,15,0,32000,morning,7,65
7/19/2025,25EUVNG4,Quận Bình Thạnh,Quận 6,12.01,SGN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,SGN,INTERNAL,35516,6,6,0,34000,morning,7,51
7/19/2025,25G5UOPI,Quận 8,Quận Thủ Đức,14.85,SGN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,SGN,INTERNAL,34844,16,16,0,35000,morning,7,43
7/19/2025,25M9N9DB,Quận Bình Tân,Quận 2,20.73,SGN-SAMEDAY-INTERNAL,8,SAMEPRICE,1,1,SGN,INTERNAL,28810.29,16,16,709000,29000,morning,7,106
7/19/2025,25BTX3KY,Quận Bình Thạnh,Quận 12,12.47,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,1,1,SGN,INTERNAL,31792.57,81,81,0,26000,afternoon,7,59
7/19/2025,25R6YB0N,Quận Bình Thạnh,Quận Tân Phú,9.58,SGN-SAMEDAY-INTERNAL,14,SAMEDAY,1,1,SGN,INTERNAL,29350.29,74,74,0,27000,afternoon,7,59
7/19/2025,258TWISM,Quận Gò Vấp,Quận Bình Thạnh,11.12,SGN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,SGN,INTERNAL,37228.57,14,14,0,35000,morning,7,93
7/19/2025,25P0E704,Huyện Bình Chánh,Huyện Bình Chánh,5.41,SGN-POOL,8,SAMEPRICE,0,1,SGN,POOL,26000,92,92,295000,25000,morning,7,27
7/19/2025,25VPRYFH,Quận 7,Quận 1,5.83,SGN-SAMEDAY-INTERNAL,8,SAMEPRICE,2,2,SGN,INTERNAL,25716.89,17,82,0,25000,morning,7,40
7/19/2025,254PRGOH,Quận Phú Nhuận,Quận Thủ Đức,13.67,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,1,1,SGN,INTERNAL,28349.71,33,33,0,26000,afternoon,7,22
7/19/2025,2539OZYF,Quận Gò Vấp,Quận 4,9.93,SGN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,SGN,INTERNAL,27643.33,0,0,0,25000,morning,7,102
7/19/2025,259Y1X2H,Quận Gò Vấp,Quận 9,13.1,SGN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,SGN,INTERNAL,36559.43,10,10,0,33000,morning,7,102
7/19/2025,25JUO7FK,Quận 4,Quận 9,13.83,SGN-SAMEDAY-INTERNAL,13,SAMEPRICE,1,1,SGN,INTERNAL,26197.71,14,14,0,26000,afternoon,7,19
7/19/2025,25JHGI1B,Quận Tân Bình,Quận Gò Vấp,8.96,SGN-SAMEDAY-INTERNAL,11,SAMEDAY,1,1,SGN,INTERNAL,26849,5,5,0,25000,morning,7,61
7/19/2025,25SO0QI2,Quận Tân Bình,Quận Thủ Đức,12.89,SGN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,SGN,INTERNAL,34259.43,24,24,634000,33000,morning,7,81
7/19/2025,251HC6Z0,Quận 2,Quận Thủ Đức,11.88,SGN-POOL,12,SAMEPRICE,0,1,SGN,POOL,54000,90,90,0,26000,morning,7,18
7/19/2025,256CKRMG,Quận Bình Tân,Quận 12,16.89,SGN-SAMEDAY-INTERNAL,12,SAMEDAY,1,1,SGN,INTERNAL,41626.86,12,12,0,41000,morning,7,98
7/19/2025,25TPV134,Quận Thủ Đức,Quận 3,9.71,SGN-SAMEDAY-INTERNAL,13,SAMEDAY,1,1,SGN,INTERNAL,34868,28,28,0,27000,afternoon,7,48
7/19/2025,2557O1XN,Quận 4,Quận Thủ Đức,11.2,SGN-SAMEDAY-INTERNAL,13,SAMEPRICE,1,1,SGN,INTERNAL,26197.71,26,26,90000,25000,afternoon,7,19
7/19/2025,25Y11Q0K,Quận Thủ Đức,Quận 12,20.09,SGN-SAMEDAY-INTERNAL,11,SAMEPRICE,1,1,SGN,INTERNAL,40171.2,75,75,0,27000,morning,7,49
7/19/2025,259BOQXT,Quận Tân Phú,Quận 2,23.09,SGN-SAMEDAY-INTERNAL,15,SAMEPRICE,1,1,SGN,INTERNAL,37367.5,3,3,0,39000,afternoon,7,42
7/19/2025,254CNA4T,Quận 12,Quận 8,20.04,SGN-SAMEDAY-INTERNAL,9,SAMEPRICE,1,1,SGN,INTERNAL,26801.5,25,25,199000,26000,morning,7,114
7/19/2025,25N1QSXK,Quận 12,Quận 1,17.25,SGN-SAMEDAY-INTERNAL,9,SAMEPRICE,1,1,SGN,INTERNAL,30216.67,11,11,398000,26000,morning,7,114
7/19/2025,258VLTDG,Quận 12,Quận 9,19.76,SGN-SAMEDAY-INTERNAL,12,SAMEPRICE,1,2,SGN,INTERNAL,31283.2,0,55,398000,25000,morning,7,67
7/19/2025,255PCQPY,Quận Tân Phú,Quận 4,11.13,SGN-SAMEDAY-INTERNAL,11,SAMEPRICE,1,1,SGN,INTERNAL,31381.14,3,3,650000,26000,morning,7,68
7/19/2025,25E4OQZB,Quận 8,Quận 7,7.5,SGN-SAMEDAY-INTERNAL,12,SAMEPRICE,1,1,SGN,INTERNAL,24813,53,53,0,26000,morning,7,43
7/19/2025,2512Z6F3,Quận 7,Huyện Bình Chánh,7.43,SGN-SAMEDAY-INTERNAL,14,SAMEPRICE,1,1,SGN,INTERNAL,31474,56,56,0,26000,afternoon,7,44
7/19/2025,25GFUN0X,Quận Tân Phú,Quận 5,10.47,SGN-SAMEDAY-INTERNAL,9,SAMEPRICE,2,2,SGN,INTERNAL,25381.5,3,19,0,26000,morning,7,67
7/19/2025,25FU0RZO,Quận 5,Quận 4,6.82,SGN-SAMEDAY-INTERNAL,9,SAMEDAY,1,1,SGN,INTERNAL,32838,40,40,0,24000,morning,7,23
7/19/2025,25MYCRR6,Quận 10,Quận Gò Vấp,8,SGN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,SGN,INTERNAL,24776,3,3,450000,25000,morning,7,15
7/19/2025,25H17QIZ,Quận 10,Quận Gò Vấp,10.24,SGN-SAMEDAY-INTERNAL,8,SAMEDAY,1,1,SGN,INTERNAL,32776,4,4,190000,33000,morning,7,15
7/19/2025,25OB8DCI,Quận 10,Quận Thủ Đức,11.6,SGN-SAMEDAY-INTERNAL,14,SAMEDAY,1,1,SGN,INTERNAL,37870.67,5,5,0,35000,afternoon,7,23
7/19/2025,259BU3FC,Quận Bình Thạnh,Quận Bình Tân,15.15,SGN-SAMEDAY-INTERNAL,8,SAMEPRICE,1,1,SGN,INTERNAL,31278.29,7,7,0,25000,morning,7,53
7/19/2025,256Y8D7C,Quận Bình Thạnh,Quận Thủ Đức,7.76,SGN-SAMEDAY-INTERNAL,10,SAMEPRICE,1,1,SGN,INTERNAL,29407.33,29,29,0,25000,morning,7,80
7/19/2025,2566WYZC,Quận Bình Thạnh,Quận Bình Tân,15.15,SGN-SAMEDAY-INTERNAL,12,SAMEPRICE,1,1,SGN,INTERNAL,23718.5,21,21,0,25000,morning,7,51
7/19/2025,251O6SLR,Quận 1,Quận 12,15.43,SGN-SAMEDAY-INTERNAL,10,SAMEPRICE,1,1,SGN,INTERNAL,28654.29,7,7,88000,25000,morning,7,22
7/19/2025,25UGA89Y,Quận 7,Quận 2,11.4,SGN-SAMEDAY-INTERNAL,11,SAMEPRICE,1,1,SGN,INTERNAL,29358.67,10,10,0,26000,morning,7,45
7/19/2025,25NF4FSL,Quận 1,Quận 12,16.39,SGN-SAMEDAY-INTERNAL,12,SAMEPRICE,1,1,SGN,INTERNAL,26042,15,15,0,26000,morning,7,20
